"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.af8t","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1702488261976,"13/12/2023 17:24:21",1702488261976,0,"13/12/2023 17:24:21",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF51148"
"2",1702488290754,"13/12/2023 17:24:50",1702488290754,0,"13/12/2023 17:24:50",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",29841.736,29825.07,29841.736,29841.736,29825.07,29841.736,1,29841.736,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF51148"
"3",1702488290755,"13/12/2023 17:24:50",1702488290755,0,"13/12/2023 17:24:50",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",11274.772,29825.07,29841.736,11274.772,29825.07,29841.736,1,11274.772,18566.964,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF51148"
"4",1702488290755,"13/12/2023 17:24:50",1702488290755,0,"13/12/2023 17:24:50",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",24191.466,29825.07,29841.736,24191.466,29825.07,29841.736,1,24191.466,5650.27,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF51148"
"5",1702488290756,"13/12/2023 17:24:50",1702488290756,0,"13/12/2023 17:24:50",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",28591.786,29825.07,29841.736,28591.786,29825.07,29841.736,1,28591.786,1249.95,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF51148"
"6",1702488317614,"13/12/2023 17:25:17",1702488317614,0,"13/12/2023 17:25:17",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",26882.8299999762,26867.186,26882.8299999762,26882.8299999762,26867.186,26882.8299999762,1,26882.8299999762,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF51148"
"7",1702488317616,"13/12/2023 17:25:17",1702488317616,0,"13/12/2023 17:25:17",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",5933.657,26867.186,26883.852,5933.657,26867.186,26883.852,1,5933.657,20950.195,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF51148"
"8",1702488317617,"13/12/2023 17:25:17",1702488317617,0,"13/12/2023 17:25:17",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",11300.109,26867.186,26883.852,11300.109,26867.186,26883.852,1,11300.109,15583.743,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF51148"
"9",1702488317617,"13/12/2023 17:25:17",1702488317617,0,"13/12/2023 17:25:17",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",25967.222,26867.186,26883.852,25967.222,26867.186,26883.852,1,25967.222,916.630000000005,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF51148"
"10",1702488335407,"13/12/2023 17:25:35",1702488335407,0,"13/12/2023 17:25:35",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",17808.9439999881,17799.776,17808.9439999881,17808.9439999881,17799.776,17808.9439999881,1,17808.9439999881,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF51148"
"11",1702488335409,"13/12/2023 17:25:35",1702488335409,0,"13/12/2023 17:25:35",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",5249.79,17799.776,17811.1439999762,5249.79,17799.776,17811.1439999762,1,5249.79,12561.3539999762,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF51148"
"12",1702488335410,"13/12/2023 17:25:35",1702488335410,0,"13/12/2023 17:25:35",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",12466.656,17799.776,17811.5439999523,12466.656,17799.776,17811.5439999523,1,12466.656,5344.88799995232,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF51148"
"13",1702488335410,"13/12/2023 17:25:35",1702488335410,0,"13/12/2023 17:25:35",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",17016.474,17799.776,17811.9439999881,17016.474,17799.776,17811.9439999881,1,17016.474,795.469999988083,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF51148"
"14",1702488335415,"13/12/2023 17:25:35",1702488335415,0,"13/12/2023 17:25:35",157047,5,"task-gjqt",NA,33645520,9958209,NA,"complete",NA,"6579e646f74df15ba94f1587","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1107","1710x886",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Self_focused_attention_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF51148"
"1",1702488752780,"13/12/2023 17:32:32",1702488752780,0,"13/12/2023 17:32:32",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF08809"
"2",1702488785355,"13/12/2023 17:33:05",1702488785355,0,"13/12/2023 17:33:05",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",33760.29,33751.958,33760.29,33760.29,33751.958,33760.29,1,33760.29,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF08809"
"3",1702488785361,"13/12/2023 17:33:05",1702488785361,0,"13/12/2023 17:33:05",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",21702.488,33751.958,33760.29,21702.488,33751.958,33760.29,1,21702.488,12057.802,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF08809"
"4",1702488785362,"13/12/2023 17:33:05",1702488785362,0,"13/12/2023 17:33:05",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",30218.681,33751.958,33760.29,30218.681,33751.958,33760.29,1,30218.681,3541.609,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF08809"
"5",1702488785362,"13/12/2023 17:33:05",1702488785362,0,"13/12/2023 17:33:05",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",33301.837,33751.958,33760.29,33301.837,33751.958,33760.29,1,33301.837,458.453000000001,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF08809"
"6",1702488802330,"13/12/2023 17:33:22",1702488802330,0,"13/12/2023 17:33:22",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",16995.2419999881,16978.786,16995.2419999881,16995.2419999881,16978.786,16995.2419999881,1,16995.2419999881,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF08809"
"7",1702488802341,"13/12/2023 17:33:22",1702488802341,0,"13/12/2023 17:33:22",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",3644.902,16978.786,16995.372,3644.902,16978.786,16995.372,1,3644.902,13350.47,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF08809"
"8",1702488802342,"13/12/2023 17:33:22",1702488802342,0,"13/12/2023 17:33:22",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",6866.308,16978.786,16995.372,6866.308,16978.786,16995.372,1,6866.308,10129.064,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF08809"
"9",1702488802347,"13/12/2023 17:33:22",1702488802347,0,"13/12/2023 17:33:22",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",10357.827,16978.786,16995.372,10357.827,16978.786,16995.372,1,10357.827,6637.54499999999,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF08809"
"10",1702488813633,"13/12/2023 17:33:33",1702488813633,0,"13/12/2023 17:33:33",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",11311.617,11303.291,11311.617,11311.617,11303.291,11311.617,1,11311.617,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF08809"
"11",1702488813641,"13/12/2023 17:33:33",1702488813641,0,"13/12/2023 17:33:33",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",6019.452,11303.291,11311.617,6019.452,11303.291,11311.617,1,6019.452,5292.165,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF08809"
"12",1702488813642,"13/12/2023 17:33:33",1702488813642,0,"13/12/2023 17:33:33",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8695.156,11303.291,11311.617,8695.156,11303.291,11311.617,1,8695.156,2616.461,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF08809"
"13",1702488813643,"13/12/2023 17:33:33",1702488813643,0,"13/12/2023 17:33:33",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",10828.425,11303.291,11311.617,10828.425,11303.291,11311.617,1,10828.425,483.192000000003,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF08809"
"14",1702488813650,"13/12/2023 17:33:33",1702488813650,0,"13/12/2023 17:33:33",157047,5,"task-gjqt",NA,33645841,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF08809"
"1",1702489326113,"13/12/2023 17:42:06",1702489326113,0,"13/12/2023 17:42:06",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF66414"
"2",1702489354047,"13/12/2023 17:42:34",1702489354047,0,"13/12/2023 17:42:34",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",27945.8999999762,27934.6,27945.8999999762,27945.8999999762,27934.6,27945.8999999762,1,27945.8999999762,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF66414"
"3",1702489354049,"13/12/2023 17:42:34",1702489354049,0,"13/12/2023 17:42:34",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",12149.9,27934.6,27949.3999999762,12149.9,27934.6,27949.3999999762,1,12149.9,15799.4999999762,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF66414"
"4",1702489354050,"13/12/2023 17:42:34",1702489354050,0,"13/12/2023 17:42:34",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",20534.2,27934.6,27949.7000000477,20534.2,27934.6,27949.7000000477,1,20534.2,7415.50000004768,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF66414"
"5",1702489354050,"13/12/2023 17:42:34",1702489354050,0,"13/12/2023 17:42:34",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",26000.6,27934.6,27949.8999999762,26000.6,27934.6,27949.8999999762,1,26000.6,1949.29999997616,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF66414"
"6",1702489390110,"13/12/2023 17:43:10",1702489390110,0,"13/12/2023 17:43:10",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",36076.7000000715,36067.7,36076.7000000715,36076.7000000715,36067.7,36076.7000000715,1,36076.7000000715,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF66414"
"7",1702489390114,"13/12/2023 17:43:10",1702489390114,0,"13/12/2023 17:43:10",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",6066.5,36067.7,36080.9,6066.5,36067.7,36080.9,1,6066.5,30014.4,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF66414"
"8",1702489390114,"13/12/2023 17:43:10",1702489390114,0,"13/12/2023 17:43:10",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",25567.3,36067.7,36081.5000000238,25567.3,36067.7,36081.5000000238,1,25567.3,10514.2000000238,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF66414"
"9",1702489390115,"13/12/2023 17:43:10",1702489390115,0,"13/12/2023 17:43:10",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",35334.3,36067.7,36082.1000000477,35334.3,36067.7,36082.1000000477,1,35334.3,747.800000047682,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF66414"
"10",1702489403175,"13/12/2023 17:43:23",1702489403175,0,"13/12/2023 17:43:23",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",13074.5000000715,13066.9,13074.5000000715,13074.5000000715,13066.9,13074.5000000715,1,13074.5000000715,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF66414"
"11",1702489403178,"13/12/2023 17:43:23",1702489403178,0,"13/12/2023 17:43:23",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",3867.3,13066.9,13078.2,3867.3,13066.9,13078.2,1,3867.3,9210.89999999999,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF66414"
"12",1702489403179,"13/12/2023 17:43:23",1702489403179,0,"13/12/2023 17:43:23",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",7450.5,13066.9,13078.8000000238,7450.5,13066.9,13078.8000000238,1,7450.5,5628.30000002384,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF66414"
"13",1702489403180,"13/12/2023 17:43:23",1702489403180,0,"13/12/2023 17:43:23",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",12283.6,13066.9,13079.5000000715,12283.6,13066.9,13079.5000000715,1,12283.6,795.900000071531,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF66414"
"14",1702489403185,"13/12/2023 17:43:23",1702489403185,0,"13/12/2023 17:43:23",157047,5,"task-gjqt",NA,33646120,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF66414"
