"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.af8t","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"4",1702489074071,"13/12/2023 17:37:54",1702489074071,0,"13/12/2023 17:37:54",157047,5,"task-psw4",NA,33645914,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"Task",1,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",2501.38399998809,2487.245,2501.38399998809,2501.38399998809,2487.245,2501.38399998809,1,2501.38399998809,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF08809"
"5",1702489076493,"13/12/2023 17:37:56",1702489076493,0,"13/12/2023 17:37:56",157047,5,"task-psw4",NA,33645914,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"Task",1,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",4,"continue","",2423.723,2407.05600000001,2423.723,2423.723,2407.05600000001,2423.723,1,2423.723,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF08809"
"6",1702489079113,"13/12/2023 17:37:59",1702489079113,0,"13/12/2023 17:37:59",157047,5,"task-psw4",NA,33645914,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"Task",1,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",5,"continue","",2641.08499999999,2624.47099999999,2641.08499999999,2641.08499999999,2624.47099999999,2641.08499999999,1,2641.08499999999,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF08809"
"7",1702489079125,"13/12/2023 17:37:59",1702489079125,0,"13/12/2023 17:37:59",157047,5,"task-psw4",NA,33645914,9958278,NA,"complete",NA,"6579e7aa4b52396e491c9cc6","computer","Desktop or Laptop","Linux x86_64","Chrome 119.0.0.0","1205x753","1205x618",NA,NA,0,"Task",1,"BCADJEIFHG","Passed AC2","","External_attention_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF08809"
"1",1702489763830,"13/12/2023 17:49:23",1702489763830,0,"13/12/2023 17:49:23",157047,5,"task-psw4",NA,33646319,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"Task",1,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF66414"
"2",1702489767341,"13/12/2023 17:49:27",1702489767341,0,"13/12/2023 17:49:27",157047,5,"task-psw4",NA,33646319,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"Task",1,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3475.7,3467.5,3475.7,3475.7,3467.5,3475.7,1,3475.7,0,0,NA,"Click To Continue","Continue Button",2,"object-1944","Task Instructions",NA,"SUPPRF66414"
"3",1702489778974,"13/12/2023 17:49:38",1702489778974,0,"13/12/2023 17:49:38",157047,5,"task-psw4",NA,33646319,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"Task",1,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",11642.3000000238,11633.7,11642.3000000238,11642.3000000238,11633.7,11642.3000000238,1,11642.3000000238,0,0,NA,"Click To Continue","Continue Button",2,"object-7","Task Instructions",NA,"SUPPRF66414"
"4",1702489781789,"13/12/2023 17:49:41",1702489781789,0,"13/12/2023 17:49:41",157047,5,"task-psw4",NA,33646319,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"Task",1,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",2824,2816.5,2824,2824,2816.5,2824,1,2824,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF66414"
"5",1702489784273,"13/12/2023 17:49:44",1702489784273,0,"13/12/2023 17:49:44",157047,5,"task-psw4",NA,33646319,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"Task",1,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",4,"continue","",2491.60000002384,2483.2,2491.60000002384,2491.60000002384,2483.2,2491.60000002384,1,2491.60000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF66414"
"6",1702489786807,"13/12/2023 17:49:46",1702489786807,0,"13/12/2023 17:49:46",157047,5,"task-psw4",NA,33646319,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"Task",1,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",5,"continue","",2542.59999995232,2534.1,2542.59999995232,2542.59999995232,2534.1,2542.59999995232,1,2542.59999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF66414"
"7",1702489786811,"13/12/2023 17:49:46",1702489786811,0,"13/12/2023 17:49:46",157047,5,"task-psw4",NA,33646319,9958307,NA,"complete",NA,"6579e89cc6dc7b0ff36ab9aa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"Task",1,"DECFBGAHJI","Passed AC2","","Self_focused_attention_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF66414"
"1",1702489216113,"13/12/2023 17:40:16",1702489216113,0,"13/12/2023 17:40:16",157047,5,"task-psw4",NA,33646080,9958344,NA,"complete",NA,"6579ea92ae350e915f9413a3","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Task",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF71393"
"2",1702489219533,"13/12/2023 17:40:19",1702489219533,0,"13/12/2023 17:40:19",157047,5,"task-psw4",NA,33646080,9958344,NA,"complete",NA,"6579ea92ae350e915f9413a3","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Task",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3149.66,3132.996,3149.66,3149.66,3132.996,3149.66,1,3149.66,0,0,NA,"Click To Continue","Continue Button",2,"object-1944","Task Instructions",NA,"SUPPRF71393"
"3",1702489263327,"13/12/2023 17:41:03",1702489263327,0,"13/12/2023 17:41:03",157047,5,"task-psw4",NA,33646080,9958344,NA,"complete",NA,"6579ea92ae350e915f9413a3","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Task",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",43811.0799999285,43795.465,43811.0799999285,43811.0799999285,43795.465,43811.0799999285,1,43811.0799999285,0,0,NA,"Click To Continue","Continue Button",2,"object-7","Task Instructions",NA,"SUPPRF71393"
"4",1702489266258,"13/12/2023 17:41:06",1702489266258,0,"13/12/2023 17:41:06",157047,5,"task-psw4",NA,33646080,9958344,NA,"complete",NA,"6579ea92ae350e915f9413a3","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Task",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",2946.915,2932.991,2946.915,2946.915,2932.991,2946.915,1,2946.915,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF71393"
"5",1702489274618,"13/12/2023 17:41:14",1702489274618,0,"13/12/2023 17:41:14",157047,5,"task-psw4",NA,33646080,9958344,NA,"complete",NA,"6579ea92ae350e915f9413a3","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Task",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",4,"continue","",8374.22399995232,8365.497,8374.22399995232,8374.22399995232,8365.497,8374.22399995232,1,8374.22399995232,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF71393"
"6",1702489277286,"13/12/2023 17:41:17",1702489277286,0,"13/12/2023 17:41:17",157047,5,"task-psw4",NA,33646080,9958344,NA,"complete",NA,"6579ea92ae350e915f9413a3","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Task",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",5,"continue","",2676.32699997616,2666.718,2676.32699997616,2676.32699997616,2666.718,2676.32699997616,1,2676.32699997616,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF71393"
"7",1702489277289,"13/12/2023 17:41:17",1702489277289,0,"13/12/2023 17:41:17",157047,5,"task-psw4",NA,33646080,9958344,NA,"complete",NA,"6579ea92ae350e915f9413a3","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Task",1,"CDBEAFJGIH","Passed AC2","","External_attention_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF71393"
"1",1702489815201,"13/12/2023 17:50:15",1702489815201,0,"13/12/2023 17:50:15",157047,5,"task-psw4",NA,33646350,9958387,NA,"complete",NA,"6579ecf0453e501981a47e1d","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1323",NA,NA,0,"Task",1,"EFDGCHBIAJ","Passed AC2","","External_attention_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF30141"
"2",1702489818444,"13/12/2023 17:50:18",1702489818444,0,"13/12/2023 17:50:18",157047,5,"task-psw4",NA,33646350,9958387,NA,"complete",NA,"6579ecf0453e501981a47e1d","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1323",NA,NA,0,"Task",1,"EFDGCHBIAJ","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3113.30000019073,3109,3113.30000019073,3113.30000019073,3109,3113.30000019073,1,3113.30000019073,0,0,NA,"Click To Continue","Continue Button",2,"object-1944","Task Instructions",NA,"SUPPRF30141"
"3",1702489968267,"13/12/2023 17:52:48",1702489968267,0,"13/12/2023 17:52:48",157047,5,"task-psw4",NA,33646350,9958387,NA,"complete",NA,"6579ecf0453e501981a47e1d","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1323",NA,NA,0,"Task",1,"EFDGCHBIAJ","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",149827.4,149821.3,149827.4,149827.4,149821.3,149827.4,1,149827.4,0,0,NA,"Click To Continue","Continue Button",2,"object-7","Task Instructions",NA,"SUPPRF30141"
"4",1702489972707,"13/12/2023 17:52:52",1702489972707,0,"13/12/2023 17:52:52",157047,5,"task-psw4",NA,33646350,9958387,NA,"complete",NA,"6579ecf0453e501981a47e1d","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1323",NA,NA,0,"Task",1,"EFDGCHBIAJ","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",4446.10000009538,4442.30000000002,4446.10000009538,4446.10000009538,4442.30000000002,4446.10000009538,1,4446.10000009538,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF30141"
"5",1702489987399,"13/12/2023 17:53:07",1702489987399,0,"13/12/2023 17:53:07",157047,5,"task-psw4",NA,33646350,9958387,NA,"complete",NA,"6579ecf0453e501981a47e1d","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1323",NA,NA,0,"Task",1,"EFDGCHBIAJ","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",4,"continue","",14695.8000000954,14690.6,14695.8000000954,14695.8000000954,14690.6,14695.8000000954,1,14695.8000000954,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF30141"
"6",1702489991764,"13/12/2023 17:53:11",1702489991764,0,"13/12/2023 17:53:11",157047,5,"task-psw4",NA,33646350,9958387,NA,"complete",NA,"6579ecf0453e501981a47e1d","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1323",NA,NA,0,"Task",1,"EFDGCHBIAJ","Passed AC2","","External_attention_first","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",5,"continue","",4370.40000014304,4369.59999999998,4370.40000014304,4370.40000014304,4369.59999999998,4370.40000014304,1,4370.40000014304,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF30141"
"7",1702489991767,"13/12/2023 17:53:11",1702489991767,0,"13/12/2023 17:53:11",157047,5,"task-psw4",NA,33646350,9958387,NA,"complete",NA,"6579ecf0453e501981a47e1d","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","2560x1440","2560x1323",NA,NA,0,"Task",1,"EFDGCHBIAJ","Passed AC2","","External_attention_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF30141"
"1",1702490227165,"13/12/2023 17:57:07",1702490227165,0,"13/12/2023 17:57:07",157047,5,"task-psw4",NA,33646516,9958403,NA,"complete",NA,"6579ede741c407c8885ec577","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x720",NA,NA,0,"Task",1,"FGEHDICJBA","Passed AC2","","Self_focused_attention_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF78779"
"2",1702490230307,"13/12/2023 17:57:10",1702490230307,0,"13/12/2023 17:57:10",157047,5,"task-psw4",NA,33646516,9958403,NA,"complete",NA,"6579ede741c407c8885ec577","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x720",NA,NA,0,"Task",1,"FGEHDICJBA","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3078.29999992847,3066.3,3078.29999992847,3078.29999992847,3066.3,3078.29999992847,1,3078.29999992847,0,0,NA,"Click To Continue","Continue Button",2,"object-1944","Task Instructions",NA,"SUPPRF78779"
"3",1702490236676,"13/12/2023 17:57:16",1702490236676,0,"13/12/2023 17:57:16",157047,5,"task-psw4",NA,33646516,9958403,NA,"complete",NA,"6579ede741c407c8885ec577","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x720",NA,NA,0,"Task",1,"FGEHDICJBA","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",6381.90000002384,6365.7,6381.90000002384,6381.90000002384,6365.7,6381.90000002384,1,6381.90000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-7","Task Instructions",NA,"SUPPRF78779"
"4",1702490240649,"13/12/2023 17:57:20",1702490240649,0,"13/12/2023 17:57:20",157047,5,"task-psw4",NA,33646516,9958403,NA,"complete",NA,"6579ede741c407c8885ec577","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x720",NA,NA,0,"Task",1,"FGEHDICJBA","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",3989.6,3983.2,3989.6,3989.6,3983.2,3989.6,1,3989.6,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF78779"
"5",1702490243475,"13/12/2023 17:57:23",1702490243475,0,"13/12/2023 17:57:23",157047,5,"task-psw4",NA,33646516,9958403,NA,"complete",NA,"6579ede741c407c8885ec577","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x720",NA,NA,0,"Task",1,"FGEHDICJBA","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",4,"continue","",2832.09999992847,2816.2,2832.09999992847,2832.09999992847,2816.2,2832.09999992847,1,2832.09999992847,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF78779"
"6",1702490246459,"13/12/2023 17:57:26",1702490246459,0,"13/12/2023 17:57:26",157047,5,"task-psw4",NA,33646516,9958403,NA,"complete",NA,"6579ede741c407c8885ec577","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x720",NA,NA,0,"Task",1,"FGEHDICJBA","Passed AC2","","Self_focused_attention_first","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",5,"continue","",2999.3,2982.7,2999.3,2999.3,2982.7,2999.3,1,2999.3,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF78779"
"7",1702490246462,"13/12/2023 17:57:26",1702490246462,0,"13/12/2023 17:57:26",157047,5,"task-psw4",NA,33646516,9958403,NA,"complete",NA,"6579ede741c407c8885ec577","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x720",NA,NA,0,"Task",1,"FGEHDICJBA","Passed AC2","","Self_focused_attention_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF78779"
"1",1702490881610,"13/12/2023 18:08:01",1702490881610,0,"13/12/2023 18:08:01",157047,5,"task-psw4",NA,33646744,9958457,NA,"complete",NA,"6579f1191916bca7b797b451","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x815",NA,NA,0,"Task",1,"GHFIEJDACB","Passed AC2","","External_attention_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF37742"
