"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
"1",1695843804987,"27/09/2023 19:43:24",1695818604987,-7,"27/09/2023 05:43:24",144636,4,"questionnaire-xamc",NA,31902143,9433320,NA,"complete","viygue","3L4D84MIL5RWWD112DD5EW6TFE8HJE","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1346x609",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1","2","SUPAMT68797"
"1",1695833068619,"27/09/2023 16:44:28",1695818668619,-4,"27/09/2023 08:44:28",144636,4,"questionnaire-xamc",NA,31902171,9433321,NA,"complete","wngnnm","3634BBTX0UTGN6QPP545ZAFGMK6IF5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","1","2","SUPAMT55461"
"1",1695833610485,"27/09/2023 16:53:30",1695819210485,-4,"27/09/2023 08:53:30",144636,4,"questionnaire-xamc",NA,31902497,9433331,NA,"complete","wcizqm","3EWIJTFFVU6DAX9DQ4VTBOUKOPC0EC","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Passed AC2","","1","2","SUPAMT51859"
"1",1695833955943,"27/09/2023 16:59:15",1695819555943,-4,"27/09/2023 08:59:15",144636,4,"questionnaire-xamc",NA,31902683,9433328,NA,"complete","kquxet","3R9WASFE25F2IWFZP9SRZ5I6IX7ZFI","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x651",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1","2","SUPAMT79160"
"1",1695862896979,"28/09/2023 01:01:36",1695841296979,-6,"27/09/2023 13:01:36",144636,4,"questionnaire-xamc",NA,31902714,9433333,NA,"complete","hymruq","3OONKJ5DKII06BPCIYVE0HKHJVCBOA","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","1","2","SUPAMT32156"
"1",1695835420503,"27/09/2023 17:23:40",1695821020503,-4,"27/09/2023 09:23:40",144636,4,"questionnaire-xamc",NA,31903429,9433319,NA,"complete","tjwofp","3G5W44VEUDHD71C80SVZUBU5F3WKGI","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","1","2","SUPAMT57557"
"1",1695833143159,"27/09/2023 16:45:43",1695818743159,-4,"27/09/2023 08:45:43",144636,4,"questionnaire-xamc",NA,31902211,9433359,NA,"complete","slbjwl","3C5W7UE9CLPJJB71AE8JXAM47YNMXH","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","1","2","SUPAMT03607"
"1",1695833199679,"27/09/2023 16:46:39",1695818799679,-4,"27/09/2023 08:46:39",144636,4,"questionnaire-xamc",NA,31902247,9433363,NA,"complete","kniaso","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","1","2","SUPAMT61954"
"1",1695833444458,"27/09/2023 16:50:44",1695819044458,-4,"27/09/2023 08:50:44",144636,4,"questionnaire-xamc",NA,31902390,9433385,NA,"complete","dijkjs","32XVDSJFP5WIIV44MPNQ7KS8UPL2ML","computer","Desktop or Laptop","Mac OS 10.14","Firefox 115.0","1440x900","1392x764",NA,NA,0,"Attention Check 1 (Clone)",1,"JAIBHCGDFE","Passed AC2","","1","2","SUPAMT55556"
"1",1695833868082,"27/09/2023 16:57:48",1695819468082,-4,"27/09/2023 08:57:48",144636,4,"questionnaire-xamc",NA,31902645,9433405,NA,"complete","dosjlk","3LKC68YZ3G2SUENNDPRANVX2TWXWOE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","1","2","SUPAMT51886"
"1",1695834232248,"27/09/2023 17:03:52",1695819832248,-4,"27/09/2023 09:03:52",144636,4,"questionnaire-xamc",NA,31902762,9433462,NA,"complete","jgbawv","3Z3ZLGNNSOTYOSYFII8C73H5A4I3QK","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","1","2","SUPAMT80126"
"1",1695834499858,"27/09/2023 17:08:19",1695820099858,-4,"27/09/2023 09:08:19",144636,4,"questionnaire-xamc",NA,31902917,9433498,NA,"complete","yikees","3A0EX8ZRNENC0PTEOL4C28IJX5CBYM","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2","","1","2","SUPAMT07686"
"1",1695834870994,"27/09/2023 17:14:30",1695820470994,-4,"27/09/2023 09:14:30",144636,4,"questionnaire-xamc",NA,31903076,9433524,NA,"complete","jvznsz","3LKC68YZ3G2SUENNDPRANVX2TX3WOM","computer","Desktop or Laptop","Windows 10","Chrome 112.0.0.0","1366x768","1366x657",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","1","2","SUPAMT03895"
"1",1695836277468,"27/09/2023 17:37:57",1695821877468,-4,"27/09/2023 09:37:57",144636,4,"questionnaire-xamc",NA,31903747,9433696,NA,"complete","gddipp","3VBEN272MQYBVKPG5141LXLFWYHSGH","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 1 (Clone)",1,"JAIBHCGDFE","Passed AC2","","1","2","SUPAMT19818"
"1",1695840000509,"27/09/2023 18:40:00",1695822000509,-5,"27/09/2023 08:40:00",144636,4,"questionnaire-xamc",NA,31903807,9433765,NA,"complete","fxepri","3O7L7BFSHKOOHSQTUUKZHSUGAK2EIW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Passed AC2","","1","2","SUPAMT35299"
"1",1695836733896,"27/09/2023 17:45:33",1695822333896,-4,"27/09/2023 09:45:33",144636,4,"questionnaire-xamc",NA,31904016,9433791,NA,"complete","yboabs","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","1","2","SUPAMT21747"
"1",1695837070382,"27/09/2023 17:51:10",1695822670382,-4,"27/09/2023 09:51:10",144636,4,"questionnaire-xamc",NA,31904234,9433893,NA,"complete","aquxxs","3A9AA95AT2LG2VK4WOHGMVPFJ53P5N","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1","2","SUPAMT67412"
