"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
"15",1718359530878,"14/06/2024 10:05:30",1718370330878,3,"14/06/2024 16:05:30",180348,1,"task-7hcp",NA,38250151,11245524,NA,"complete",NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 125.0.0.0","360x806","980x1835",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM52921"
"1",1718359768037,"14/06/2024 10:09:28",1718363368037,1,"14/06/2024 12:09:28",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM66122"
"2",1718359781918,"14/06/2024 10:09:41",1718363381918,1,"14/06/2024 12:09:41",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",13889.1079999285,13883.308,13889.1079999285,13889.1079999285,13883.308,13889.1079999285,1,13889.1079999285,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPLCM66122"
"3",1718359781919,"14/06/2024 10:09:41",1718363381919,1,"14/06/2024 12:09:41",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",6432.608,13883.308,13891.2079999523,6432.608,13883.308,13891.2079999523,1,6432.608,7458.59999995232,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPLCM66122"
"4",1718359781920,"14/06/2024 10:09:41",1718363381920,1,"14/06/2024 12:09:41",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",13116.608,13883.308,13891.408,13116.608,13883.308,13891.408,1,13116.608,774.799999999999,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPLCM66122"
"5",1718359792480,"14/06/2024 10:09:52",1718363392480,1,"14/06/2024 12:09:52",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",10568.1,10566.5,10568.1,10568.1,10566.5,10568.1,1,10568.1,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPLCM66122"
"6",1718359792482,"14/06/2024 10:09:52",1718363392482,1,"14/06/2024 12:09:52",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","1",3933.3,10566.5,10570.1999999046,3933.3,10566.5,10570.1999999046,1,3933.3,6636.89999990463,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPLCM66122"
"7",1718359792482,"14/06/2024 10:09:52",1718363392482,1,"14/06/2024 12:09:52",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","7",9982.6,10566.5,10570.3999999523,9982.6,10566.5,10570.3999999523,1,9982.6,587.799999952316,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPLCM66122"
"8",1718359803004,"14/06/2024 10:10:03",1718363403004,1,"14/06/2024 12:10:03",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",10517.5,10499.9,10517.5,10517.5,10499.9,10517.5,1,10517.5,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPLCM66122"
"9",1718359803016,"14/06/2024 10:10:03",1718363403016,1,"14/06/2024 12:10:03",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","2",4482.7,10499.9,10517.5,4482.7,10499.9,10517.5,1,4482.7,6034.80000000001,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPLCM66122"
"10",1718359803017,"14/06/2024 10:10:03",1718363403017,1,"14/06/2024 12:10:03",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","1",9349,10499.9,10517.5,9349,10499.9,10517.5,1,9349,1168.50000000001,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPLCM66122"
"11",1718359822880,"14/06/2024 10:10:22",1718363422880,1,"14/06/2024 12:10:22",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",19897.6,19882,19897.6,19897.6,19882,19897.6,1,19897.6,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPLCM66122"
"12",1718359822898,"14/06/2024 10:10:22",1718363422898,1,"14/06/2024 12:10:22",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",3883.2,19882,19897.6,3883.2,19882,19897.6,1,3883.2,16014.4,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPLCM66122"
"13",1718359822898,"14/06/2024 10:10:22",1718363422898,1,"14/06/2024 12:10:22",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",6166.39999999999,19882,19897.6,6166.39999999999,19882,19897.6,1,6166.39999999999,13731.2,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPLCM66122"
"14",1718359822898,"14/06/2024 10:10:22",1718363422898,1,"14/06/2024 12:10:22",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","1",16698.8,19882,19897.6,16698.8,19882,19897.6,1,16698.8,3198.80000000001,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPLCM66122"
"15",1718359822911,"14/06/2024 10:10:22",1718363422911,1,"14/06/2024 12:10:22",180348,1,"task-7hcp",NA,38250252,11245549,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"DECFBGAHI","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM66122"
"1",1718379875145,"14/06/2024 15:44:35",1718383475145,1,"14/06/2024 17:44:35",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM18638"
"2",1718379890118,"14/06/2024 15:44:50",1718383490118,1,"14/06/2024 17:44:50",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",14992.441999994,14983.142,14992.441999994,14992.441999994,14983.142,14992.441999994,1,14992.441999994,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPLCM18638"
"3",1718379890120,"14/06/2024 15:44:50",1718383490120,1,"14/06/2024 17:44:50",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",6849.942,14983.142,14994.941999994,6849.942,14983.142,14994.941999994,1,6849.942,8144.99999999404,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPLCM18638"
"4",1718379890120,"14/06/2024 15:44:50",1718383490120,1,"14/06/2024 17:44:50",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",14449.842,14983.142,14995.2419999911,14449.842,14983.142,14995.2419999911,1,14449.842,545.399999991059,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPLCM18638"
"5",1718379904981,"14/06/2024 15:45:04",1718383504981,1,"14/06/2024 17:45:04",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",14872.2,14866.6,14872.2,14872.2,14866.6,14872.2,1,14872.2,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPLCM18638"
"6",1718379904984,"14/06/2024 15:45:04",1718383504984,1,"14/06/2024 17:45:04",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","2",6816.7,14866.6,14875.5999999911,6816.7,14866.6,14875.5999999911,1,6816.7,8058.89999999106,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPLCM18638"
"7",1718379904984,"14/06/2024 15:45:04",1718383504984,1,"14/06/2024 17:45:04",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","6",10450.1,14866.6,14875.999999997,10450.1,14866.6,14875.999999997,1,10450.1,4425.89999999702,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPLCM18638"
"8",1718379917297,"14/06/2024 15:45:17",1718383517297,1,"14/06/2024 17:45:17",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",12322.399999997,12316.7,12322.399999997,12322.399999997,12316.7,12322.399999997,1,12322.399999997,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPLCM18638"
"9",1718379917300,"14/06/2024 15:45:17",1718383517300,1,"14/06/2024 17:45:17",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","2",3650,12316.7,12325.300000003,3650,12316.7,12325.300000003,1,3650,8675.30000000298,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPLCM18638"
"10",1718379917300,"14/06/2024 15:45:17",1718383517300,1,"14/06/2024 17:45:17",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","0",9133.4,12316.7,12325.699999994,9133.4,12316.7,12325.699999994,1,9133.4,3192.29999999404,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPLCM18638"
"11",1718379928614,"14/06/2024 15:45:28",1718383528614,1,"14/06/2024 17:45:28",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",11322.199999997,11316,11322.199999997,11322.199999997,11316,11322.199999997,1,11322.199999997,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPLCM18638"
"12",1718379928616,"14/06/2024 15:45:28",1718383528616,1,"14/06/2024 17:45:28",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",4000,11316,11324.9,4000,11316,11324.9,1,4000,7324.9,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPLCM18638"
"13",1718379928616,"14/06/2024 15:45:28",1718383528616,1,"14/06/2024 17:45:28",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","1",7566.6,11316,11325.199999997,7566.6,11316,11325.199999997,1,7566.6,3758.59999999702,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPLCM18638"
"14",1718379928616,"14/06/2024 15:45:28",1718383528616,1,"14/06/2024 17:45:28",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","3",10649.9,11316,11325.4,10649.9,11316,11325.4,1,10649.9,675.5,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPLCM18638"
"15",1718379928622,"14/06/2024 15:45:28",1718383528622,1,"14/06/2024 17:45:28",180348,1,"task-7hcp",NA,38265284,11249236,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1470x956","1200x699",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM18638"
"1",1718618856170,"17/06/2024 10:07:36",1718622456170,1,"17/06/2024 12:07:36",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPLCM61449"
"2",1718618887264,"17/06/2024 10:08:07",1718622487264,1,"17/06/2024 12:08:07",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",31100.7,31084,31100.7,31100.7,31084,31100.7,1,31100.7,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPLCM61449"
"3",1718618887266,"17/06/2024 10:08:07",1718622487266,1,"17/06/2024 12:08:07",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",22383.8,31084,31100.7,22383.8,31084,31100.7,1,22383.8,8716.9,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPLCM61449"
"4",1718618887267,"17/06/2024 10:08:07",1718622487267,1,"17/06/2024 12:08:07",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",24816.8,31084,31100.7,24816.8,31084,31100.7,1,24816.8,6283.9,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPLCM61449"
"5",1718618894370,"17/06/2024 10:08:14",1718622494370,1,"17/06/2024 12:08:14",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",7124.50000000298,7116.8,7124.50000000298,7124.50000000298,7116.8,7124.50000000298,1,7124.50000000298,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPLCM61449"
"6",1718618894371,"17/06/2024 10:08:14",1718622494371,1,"17/06/2024 12:08:14",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","0",3733.4,7116.8,7125.10000000447,3733.4,7116.8,7125.10000000447,1,3733.4,3391.70000000447,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPLCM61449"
"7",1718618894371,"17/06/2024 10:08:14",1718622494371,1,"17/06/2024 12:08:14",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","8",6000.2,7116.8,7125.50000000298,6000.2,7116.8,7125.50000000298,1,6000.2,1125.30000000298,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPLCM61449"
"8",1718618913475,"17/06/2024 10:08:33",1718622513475,1,"17/06/2024 12:08:33",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",19112.8000000045,19100.5,19112.8000000045,19112.8000000045,19100.5,19112.8000000045,1,19112.8000000045,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPLCM61449"
"9",1718618913478,"17/06/2024 10:08:33",1718622513478,1,"17/06/2024 12:08:33",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","0",3682.8,19100.5,19116.200000003,3682.8,19100.5,19116.200000003,1,3682.8,15433.400000003,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPLCM61449"
"10",1718618913479,"17/06/2024 10:08:33",1718622513479,1,"17/06/2024 12:08:33",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","0",10800.3,19100.5,19116.700000003,10800.3,19100.5,19116.700000003,1,10800.3,8316.40000000298,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPLCM61449"
"11",1718618925586,"17/06/2024 10:08:45",1718622525586,1,"17/06/2024 12:08:45",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",12123.8999999985,12116.9,12123.8999999985,12123.8999999985,12116.9,12123.8999999985,1,12123.8999999985,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPLCM61449"
"12",1718618925588,"17/06/2024 10:08:45",1718622525588,1,"17/06/2024 12:08:45",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",3333.3,12116.9,12126,3333.3,12116.9,12126,1,3333.3,8792.7,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPLCM61449"
"13",1718618925589,"17/06/2024 10:08:45",1718622525589,1,"17/06/2024 12:08:45",180348,1,"task-7hcp",NA,38327265,11265339,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1920x1080","2133x948",NA,NA,0,"BIQ (Charlotte)",5,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",5116.8,12116.9,12126.3000000045,5116.8,12116.9,12126.3000000045,1,5116.8,7009.50000000447,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPLCM61449"
