"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.huxg","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"10",1709582964429,"04/03/2024 20:09:24",1709564964429,-5,"04/03/2024 10:09:24",169741,4,"task-v7r7",NA,35771738,10572920,NA,"complete",NA,"65e627240d9a8286e779f5d0","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF82077"
"1",1709582655989,"04/03/2024 20:04:15",1709582655989,0,"04/03/2024 20:04:15",169741,4,"task-v7r7",NA,35771539,10572941,NA,"complete",NA,"65e62789fe158501e40a907f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Failed AC2","Passed AC1","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF89522"
"2",1709582661598,"04/03/2024 20:04:21",1709582661598,0,"04/03/2024 20:04:21",169741,4,"task-v7r7",NA,35771539,10572941,NA,"complete",NA,"65e62789fe158501e40a907f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Failed AC2","Passed AC1","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",5550.80000000894,5548.6,5550.80000000894,5550.80000000894,5548.6,5550.80000000894,1,5550.80000000894,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF89522"
"3",1709582668938,"04/03/2024 20:04:28",1709582668938,0,"04/03/2024 20:04:28",169741,4,"task-v7r7",NA,35771539,10572941,NA,"complete",NA,"65e62789fe158501e40a907f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Failed AC2","Passed AC1","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",7342.50000000596,7340.3,7342.50000000596,7342.50000000596,7340.3,7342.50000000596,1,7342.50000000596,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF89522"
"4",1709582674365,"04/03/2024 20:04:34",1709582674365,0,"04/03/2024 20:04:34",169741,4,"task-v7r7",NA,35771539,10572941,NA,"complete",NA,"65e62789fe158501e40a907f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Failed AC2","Passed AC1","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",5428.70000000596,5423.6,5428.70000000596,5428.70000000596,5423.6,5428.70000000596,1,5428.70000000596,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF89522"
"5",1709582702067,"04/03/2024 20:05:02",1709582702067,0,"04/03/2024 20:05:02",169741,4,"task-v7r7",NA,35771539,10572941,NA,"complete",NA,"65e62789fe158501e40a907f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Failed AC2","Passed AC1","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",4,"continue","",27706.900000003,27701.5,27706.900000003,27706.900000003,27701.5,27706.900000003,1,27706.900000003,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF89522"
"6",1709582707832,"04/03/2024 20:05:07",1709582707832,0,"04/03/2024 20:05:07",169741,4,"task-v7r7",NA,35771539,10572941,NA,"complete",NA,"65e62789fe158501e40a907f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Failed AC2","Passed AC1","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",5,"continue","",5770.10000000596,5763.89999999999,5770.10000000596,5770.10000000596,5763.89999999999,5770.10000000596,1,5770.10000000596,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF89522"
"7",1709582711278,"04/03/2024 20:05:11",1709582711278,0,"04/03/2024 20:05:11",169741,4,"task-v7r7",NA,35771539,10572941,NA,"complete",NA,"65e62789fe158501e40a907f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Failed AC2","Passed AC1","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",6,"continue","",3453.00000000298,3451.4,3453.00000000298,3453.00000000298,3451.4,3453.00000000298,1,3453.00000000298,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF89522"
"8",1709582714107,"04/03/2024 20:05:14",1709582714107,0,"04/03/2024 20:05:14",169741,4,"task-v7r7",NA,35771539,10572941,NA,"complete",NA,"65e62789fe158501e40a907f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Failed AC2","Passed AC1","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",7,"continue","",2829.9,2826.5,2829.9,2829.9,2826.5,2829.9,1,2829.9,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF89522"
"9",1709582718417,"04/03/2024 20:05:18",1709582718417,0,"04/03/2024 20:05:18",169741,4,"task-v7r7",NA,35771539,10572941,NA,"complete",NA,"65e62789fe158501e40a907f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Failed AC2","Passed AC1","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",4314.10000000298,4312.5,4314.10000000298,4314.10000000298,4312.5,4314.10000000298,1,4314.10000000298,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF89522"
"10",1709582718419,"04/03/2024 20:05:18",1709582718419,0,"04/03/2024 20:05:18",169741,4,"task-v7r7",NA,35771539,10572941,NA,"complete",NA,"65e62789fe158501e40a907f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"CDBEAFJGIH","Failed AC2","Passed AC1","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF89522"
"1",1709583525481,"04/03/2024 20:18:45",1709583525481,0,"04/03/2024 20:18:45",169741,4,"task-v7r7",NA,35772308,10573012,NA,"complete",NA,"65e61cbd9c011620fb06f645","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x651",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF92065"
"2",1709583530283,"04/03/2024 20:18:50",1709583530283,0,"04/03/2024 20:18:50",169741,4,"task-v7r7",NA,35772308,10573012,NA,"complete",NA,"65e61cbd9c011620fb06f645","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x651",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4672.39999999986,4665.8,4672.39999999986,4672.39999999986,4665.8,4672.39999999986,1,4672.39999999986,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF92065"
"3",1709583536531,"04/03/2024 20:18:56",1709583536531,0,"04/03/2024 20:18:56",169741,4,"task-v7r7",NA,35772308,10573012,NA,"complete",NA,"65e61cbd9c011620fb06f645","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x651",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",6255.30000000005,6241.1,6255.30000000005,6255.30000000005,6241.1,6255.30000000005,1,6255.30000000005,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF92065"
"4",1709583540424,"04/03/2024 20:19:00",1709583540424,0,"04/03/2024 20:19:00",169741,4,"task-v7r7",NA,35772308,10573012,NA,"complete",NA,"65e61cbd9c011620fb06f645","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x651",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",3906.9,3890.7,3906.9,3906.9,3890.7,3906.9,1,3906.9,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF92065"
"5",1709583547413,"04/03/2024 20:19:07",1709583547413,0,"04/03/2024 20:19:07",169741,4,"task-v7r7",NA,35772308,10573012,NA,"complete",NA,"65e61cbd9c011620fb06f645","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x651",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",4,"continue","",7004.89999999995,6996.9,7004.89999999995,7004.89999999995,6996.9,7004.89999999995,1,7004.89999999995,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF92065"
"6",1709583707118,"04/03/2024 20:21:47",1709583707118,0,"04/03/2024 20:21:47",169741,4,"task-v7r7",NA,35772308,10573012,NA,"complete",NA,"65e61cbd9c011620fb06f645","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x651",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",5,"continue","",159694.6,159677.9,159694.6,159694.6,159677.9,159694.6,1,159694.6,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF92065"
"7",1709583709822,"04/03/2024 20:21:49",1709583709822,0,"04/03/2024 20:21:49",169741,4,"task-v7r7",NA,35772308,10573012,NA,"complete",NA,"65e61cbd9c011620fb06f645","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x651",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",6,"continue","",2726.20000000004,2710.10000000001,2726.20000000004,2726.20000000004,2710.10000000001,2726.20000000004,1,2726.20000000004,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF92065"
"8",1709583714575,"04/03/2024 20:21:54",1709583714575,0,"04/03/2024 20:21:54",169741,4,"task-v7r7",NA,35772308,10573012,NA,"complete",NA,"65e61cbd9c011620fb06f645","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x651",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",7,"continue","",4755.60000000003,4742.59999999998,4755.60000000003,4755.60000000003,4742.59999999998,4755.60000000003,1,4755.60000000003,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF92065"
"9",1709583718224,"04/03/2024 20:21:58",1709583718224,0,"04/03/2024 20:21:58",169741,4,"task-v7r7",NA,35772308,10573012,NA,"complete",NA,"65e61cbd9c011620fb06f645","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x651",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3662.09999999992,3651.40000000002,3662.09999999992,3662.09999999992,3651.40000000002,3662.09999999992,1,3662.09999999992,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF92065"
"10",1709583718231,"04/03/2024 20:21:58",1709583718231,0,"04/03/2024 20:21:58",169741,4,"task-v7r7",NA,35772308,10573012,NA,"complete",NA,"65e61cbd9c011620fb06f645","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x651",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"DECFBGAHJI","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF92065"
"1",1709586491834,"04/03/2024 21:08:11",1709568491834,-5,"04/03/2024 11:08:11",169741,4,"task-v7r7",NA,35774137,10573500,NA,"complete",NA,"65e6357b41f59d31ba13b2b5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF57112"
"2",1709586495782,"04/03/2024 21:08:15",1709568495782,-5,"04/03/2024 11:08:15",169741,4,"task-v7r7",NA,35774137,10573500,NA,"complete",NA,"65e6357b41f59d31ba13b2b5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3418.09999997616,3413.8,3418.09999997616,3418.09999997616,3413.8,3418.09999997616,1,3418.09999997616,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF57112"
"3",1709586504114,"04/03/2024 21:08:24",1709568504114,-5,"04/03/2024 11:08:24",169741,4,"task-v7r7",NA,35774137,10573500,NA,"complete",NA,"65e6357b41f59d31ba13b2b5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",8336.6,8320,8336.6,8336.6,8320,8336.6,1,8336.6,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF57112"
"4",1709586511564,"04/03/2024 21:08:31",1709568511564,-5,"04/03/2024 11:08:31",169741,4,"task-v7r7",NA,35774137,10573500,NA,"complete",NA,"65e6357b41f59d31ba13b2b5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",7468.09999998808,7467.2,7468.09999998808,7468.09999998808,7467.2,7468.09999998808,1,7468.09999998808,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF57112"
"5",1709586518449,"04/03/2024 21:08:38",1709568518449,-5,"04/03/2024 11:08:38",169741,4,"task-v7r7",NA,35774137,10573500,NA,"complete",NA,"65e6357b41f59d31ba13b2b5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",4,"continue","",6885.89999998808,6883.5,6885.89999998808,6885.89999998808,6883.5,6885.89999998808,1,6885.89999998808,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF57112"
"6",1709586525255,"04/03/2024 21:08:45",1709568525255,-5,"04/03/2024 11:08:45",169741,4,"task-v7r7",NA,35774137,10573500,NA,"complete",NA,"65e6357b41f59d31ba13b2b5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",5,"continue","",6808.7,6800.4,6808.7,6808.7,6800.4,6808.7,1,6808.7,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF57112"
"7",1709586529037,"04/03/2024 21:08:49",1709568529037,-5,"04/03/2024 11:08:49",169741,4,"task-v7r7",NA,35774137,10573500,NA,"complete",NA,"65e6357b41f59d31ba13b2b5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",6,"continue","",3790.10000001192,3783.60000000001,3790.10000001192,3790.10000001192,3783.60000000001,3790.10000001192,1,3790.10000001192,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF57112"
"8",1709586531786,"04/03/2024 21:08:51",1709568531786,-5,"04/03/2024 11:08:51",169741,4,"task-v7r7",NA,35774137,10573500,NA,"complete",NA,"65e6357b41f59d31ba13b2b5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",7,"continue","",2756.2,2750.1,2756.2,2756.2,2750.1,2756.2,1,2756.2,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF57112"
"9",1709586534330,"04/03/2024 21:08:54",1709568534330,-5,"04/03/2024 11:08:54",169741,4,"task-v7r7",NA,35774137,10573500,NA,"complete",NA,"65e6357b41f59d31ba13b2b5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2548.1,2532.5,2548.1,2548.1,2532.5,2548.1,1,2548.1,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF57112"
"10",1709586534333,"04/03/2024 21:08:54",1709568534333,-5,"04/03/2024 11:08:54",169741,4,"task-v7r7",NA,35774137,10573500,NA,"complete",NA,"65e6357b41f59d31ba13b2b5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"EFDGCHBIAJ","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF57112"
"1",1709586854783,"04/03/2024 21:14:14",1709568854783,-5,"04/03/2024 11:14:14",169741,4,"task-v7r7",NA,35774351,10573539,NA,"complete",NA,"65e636b392761b1846fc1cc2","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF60453"
"2",1709586859200,"04/03/2024 21:14:19",1709568859200,-5,"04/03/2024 11:14:19",169741,4,"task-v7r7",NA,35774351,10573539,NA,"complete",NA,"65e636b392761b1846fc1cc2","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4380.99999999851,4368.3,4380.99999999851,4380.99999999851,4368.3,4380.99999999851,1,4380.99999999851,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF60453"
"3",1709586868813,"04/03/2024 21:14:28",1709568868813,-5,"04/03/2024 11:14:28",169741,4,"task-v7r7",NA,35774351,10573539,NA,"complete",NA,"65e636b392761b1846fc1cc2","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",2,"continue","",9626.39999999404,9617.1,9626.39999999404,9626.39999999404,9617.1,9626.39999999404,1,9626.39999999404,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF60453"
"4",1709586878878,"04/03/2024 21:14:38",1709568878878,-5,"04/03/2024 11:14:38",169741,4,"task-v7r7",NA,35774351,10573539,NA,"complete",NA,"65e636b392761b1846fc1cc2","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",3,"continue","",10074.5999999985,10065.5,10074.5999999985,10074.5999999985,10065.5,10074.5999999985,1,10074.5999999985,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF60453"
"5",1709586894259,"04/03/2024 21:14:54",1709568894259,-5,"04/03/2024 11:14:54",169741,4,"task-v7r7",NA,35774351,10573539,NA,"complete",NA,"65e636b392761b1846fc1cc2","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",4,"continue","",15390.3999999955,15380.6,15390.3999999955,15390.3999999955,15380.6,15390.3999999955,1,15390.3999999955,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF60453"
"6",1709586904119,"04/03/2024 21:15:04",1709568904119,-5,"04/03/2024 11:15:04",169741,4,"task-v7r7",NA,35774351,10573539,NA,"complete",NA,"65e636b392761b1846fc1cc2","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",5,"continue","",9869.39999999702,9866.2,9869.39999999702,9869.39999999702,9866.2,9869.39999999702,1,9869.39999999702,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF60453"
"7",1709586907229,"04/03/2024 21:15:07",1709568907229,-5,"04/03/2024 11:15:07",169741,4,"task-v7r7",NA,35774351,10573539,NA,"complete",NA,"65e636b392761b1846fc1cc2","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",6,"continue","",3112.99999999404,3106.2,3112.99999999404,3112.99999999404,3106.2,3112.99999999404,1,3112.99999999404,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF60453"
"8",1709586910866,"04/03/2024 21:15:10",1709568910866,-5,"04/03/2024 11:15:10",169741,4,"task-v7r7",NA,35774351,10573539,NA,"complete",NA,"65e636b392761b1846fc1cc2","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",7,"continue","",3643.89999999553,3637.39999999999,3643.89999999553,3643.89999999553,3637.39999999999,3643.89999999553,1,3643.89999999553,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF60453"
"9",1709586913807,"04/03/2024 21:15:13",1709568913807,-5,"04/03/2024 11:15:13",169741,4,"task-v7r7",NA,35774351,10573539,NA,"complete",NA,"65e636b392761b1846fc1cc2","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone)",3,"FGEHDICJBA","Passed AC2","","Chocking_first","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2947.69999999851,2940,2947.69999999851,2947.69999999851,2940,2947.69999999851,1,2947.69999999851,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF60453"
