"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","X","Random_ID_new"
"10",1725032610423,"30/08/2024 15:43:30",1725039810423,2,"30/08/2024 19:43:30",180348,2,"task-8tuj",NA,39795529,11642910,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1440x960","1440x872",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,36,"SUPLCM44269"
"1",1725290202728,"02/09/2024 15:16:42",1725297402728,2,"02/09/2024 19:16:42",180348,2,"task-8tuj",NA,39841706,11652421,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1470x747",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,37,"SUPLCM70702"
"2",1725290207079,"02/09/2024 15:16:47",1725297407079,2,"02/09/2024 19:16:47",180348,2,"task-8tuj",NA,39841706,11652421,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1470x747",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4060.60000000019,4050.8,4060.60000000019,4060.60000000019,4050.8,4060.60000000019,1,4060.60000000019,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,37,"SUPLCM70702"
"3",1725290214948,"02/09/2024 15:16:54",1725297414948,2,"02/09/2024 19:16:54",180348,2,"task-8tuj",NA,39841706,11652421,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1470x747",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",7878.70000000009,7866.6,7878.70000000009,7878.70000000009,7866.6,7878.70000000009,1,7878.70000000009,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,37,"SUPLCM70702"
"4",1725290232270,"02/09/2024 15:17:12",1725297432270,2,"02/09/2024 19:17:12",180348,2,"task-8tuj",NA,39841706,11652421,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1470x747",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",17334.7000000002,17332.1,17334.7000000002,17334.7000000002,17332.1,17334.7000000002,1,17334.7000000002,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,37,"SUPLCM70702"
"5",1725290246369,"02/09/2024 15:17:26",1725297446369,2,"02/09/2024 19:17:26",180348,2,"task-8tuj",NA,39841706,11652421,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1470x747",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",14100.7,14084.1,14100.7,14100.7,14084.1,14100.7,1,14100.7,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,37,"SUPLCM70702"
"6",1725290295685,"02/09/2024 15:18:15",1725297495685,2,"02/09/2024 19:18:15",180348,2,"task-8tuj",NA,39841706,11652421,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1470x747",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",49332.6,49315.9,49332.6,49332.6,49315.9,49332.6,1,49332.6,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,37,"SUPLCM70702"
"7",1725290301784,"02/09/2024 15:18:21",1725297501784,2,"02/09/2024 19:18:21",180348,2,"task-8tuj",NA,39841706,11652421,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1470x747",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",6115.90000000001,6099.5,6115.90000000001,6115.90000000001,6099.5,6115.90000000001,1,6115.90000000001,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,37,"SUPLCM70702"
"8",1725290307068,"02/09/2024 15:18:27",1725297507068,2,"02/09/2024 19:18:27",180348,2,"task-8tuj",NA,39841706,11652421,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1470x747",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",5301.20000000027,5299.79999999999,5301.20000000027,5301.20000000027,5299.79999999999,5301.20000000027,1,5301.20000000027,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,37,"SUPLCM70702"
"9",1725290311117,"02/09/2024 15:18:31",1725297511117,2,"02/09/2024 19:18:31",180348,2,"task-8tuj",NA,39841706,11652421,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1470x747",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",4050.30000000002,4033.70000000001,4050.30000000002,4050.30000000002,4033.70000000001,4050.30000000002,1,4050.30000000002,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,37,"SUPLCM70702"
"10",1725290311123,"02/09/2024 15:18:31",1725297511123,2,"02/09/2024 19:18:31",180348,2,"task-8tuj",NA,39841706,11652421,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1470x956","1470x747",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,37,"SUPLCM70702"
"1",1725366111759,"03/09/2024 12:21:51",1725369711759,1,"03/09/2024 14:21:51",180348,2,"task-8tuj",NA,39855996,11655644,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1436x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,38,"SUPLCM01328"
"2",1725366114947,"03/09/2024 12:21:54",1725369714947,1,"03/09/2024 14:21:54",180348,2,"task-8tuj",NA,39855996,11655644,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1436x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3078.30000000075,3065.4,3078.30000000075,3078.30000000075,3065.4,3078.30000000075,1,3078.30000000075,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,38,"SUPLCM01328"
"3",1725366119585,"03/09/2024 12:21:59",1725369719585,1,"03/09/2024 14:21:59",180348,2,"task-8tuj",NA,39855996,11655644,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1436x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",4650.90000000075,4645.9,4650.90000000075,4650.90000000075,4645.9,4650.90000000075,1,4650.90000000075,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,38,"SUPLCM01328"
"4",1725366135420,"03/09/2024 12:22:15",1725369735420,1,"03/09/2024 14:22:15",180348,2,"task-8tuj",NA,39855996,11655644,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1436x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",15840.3999999993,15823.9,15840.3999999993,15840.3999999993,15823.9,15840.3999999993,1,15840.3999999993,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,38,"SUPLCM01328"
"5",1725366145478,"03/09/2024 12:22:25",1725369745478,1,"03/09/2024 14:22:25",180348,2,"task-8tuj",NA,39855996,11655644,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1436x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",10075.3,10059.1,10075.3,10075.3,10059.1,10075.3,1,10075.3,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,38,"SUPLCM01328"
"6",1725366152888,"03/09/2024 12:22:32",1725369752888,1,"03/09/2024 14:22:32",180348,2,"task-8tuj",NA,39855996,11655644,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1436x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",7426.39999999925,7412.7,7426.39999999925,7426.39999999925,7412.7,7426.39999999925,1,7426.39999999925,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,38,"SUPLCM01328"
"7",1725366168595,"03/09/2024 12:22:48",1725369768595,1,"03/09/2024 14:22:48",180348,2,"task-8tuj",NA,39855996,11655644,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1436x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",15721.5,15705.1,15721.5,15721.5,15705.1,15721.5,1,15721.5,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,38,"SUPLCM01328"
"8",1725366173257,"03/09/2024 12:22:53",1725369773257,1,"03/09/2024 14:22:53",180348,2,"task-8tuj",NA,39855996,11655644,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1436x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4677.79999999851,4663.7,4677.79999999851,4677.79999999851,4663.7,4677.79999999851,1,4677.79999999851,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,38,"SUPLCM01328"
"9",1725366176187,"03/09/2024 12:22:56",1725369776187,1,"03/09/2024 14:22:56",180348,2,"task-8tuj",NA,39855996,11655644,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1436x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2944.50000000074,2932.3,2944.50000000074,2944.50000000074,2932.3,2944.50000000074,1,2944.50000000074,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,38,"SUPLCM01328"
"10",1725366176190,"03/09/2024 12:22:56",1725369776190,1,"03/09/2024 14:22:56",180348,2,"task-8tuj",NA,39855996,11655644,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1436x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,38,"SUPLCM01328"
"1",1725876813402,"09/09/2024 10:13:33",1725880413402,1,"09/09/2024 12:13:33",180348,2,"task-8tuj",NA,39958772,11679805,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1309x707",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,8,"SUPLCM42721"
"2",1725876817873,"09/09/2024 10:13:37",1725880417873,1,"09/09/2024 12:13:37",180348,2,"task-8tuj",NA,39958772,11679805,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1309x707",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4316.40000001192,4300,4316.40000001192,4316.40000001192,4300,4316.40000001192,1,4316.40000001192,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,8,"SUPLCM42721"
"3",1725876821022,"09/09/2024 10:13:41",1725880421022,1,"09/09/2024 12:13:41",180348,2,"task-8tuj",NA,39958772,11679805,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1309x707",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3165.19999999404,3150,3165.19999999404,3165.19999999404,3150,3165.19999999404,1,3165.19999999404,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,8,"SUPLCM42721"
"4",1725876839890,"09/09/2024 10:13:59",1725880439890,1,"09/09/2024 12:13:59",180348,2,"task-8tuj",NA,39958772,11679805,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1309x707",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",18883.5,18866.8,18883.5,18883.5,18866.8,18883.5,1,18883.5,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,8,"SUPLCM42721"
"5",1725876852607,"09/09/2024 10:14:12",1725880452607,1,"09/09/2024 12:14:12",180348,2,"task-8tuj",NA,39958772,11679805,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1309x707",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",12733.3,12716.6,12733.3,12733.3,12716.6,12733.3,1,12733.3,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,8,"SUPLCM42721"
"6",1725876866108,"09/09/2024 10:14:26",1725880466108,1,"09/09/2024 12:14:26",180348,2,"task-8tuj",NA,39958772,11679805,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1309x707",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",13516.8,13500.1,13516.8,13516.8,13500.1,13516.8,1,13516.8,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,8,"SUPLCM42721"
"7",1725876875591,"09/09/2024 10:14:35",1725880475591,1,"09/09/2024 12:14:35",180348,2,"task-8tuj",NA,39958772,11679805,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1309x707",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",9500.1,9483.5,9500.1,9500.1,9483.5,9500.1,1,9500.1,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,8,"SUPLCM42721"
"8",1725876881739,"09/09/2024 10:14:41",1725880481739,1,"09/09/2024 12:14:41",180348,2,"task-8tuj",NA,39958772,11679805,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1309x707",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",6165.6,6149.9,6165.6,6165.6,6149.9,6165.6,1,6165.6,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,8,"SUPLCM42721"
"9",1725876884969,"09/09/2024 10:14:44",1725880484969,1,"09/09/2024 12:14:44",180348,2,"task-8tuj",NA,39958772,11679805,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1309x707",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3246.2,3233.3,3246.2,3246.2,3233.3,3246.2,1,3246.2,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,8,"SUPLCM42721"
"10",1725876884970,"09/09/2024 10:14:44",1725880484970,1,"09/09/2024 12:14:44",180348,2,"task-8tuj",NA,39958772,11679805,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1309x707",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,8,"SUPLCM42721"
"1",1726069303095,"11/09/2024 15:41:43",1726098103095,8,"12/09/2024 07:41:43",180348,2,"task-8tuj",NA,39997521,11690437,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x800","1280x631",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,39,"SUPLCM13522"
"2",1726069309905,"11/09/2024 15:41:49",1726098109905,8,"12/09/2024 07:41:49",180348,2,"task-8tuj",NA,39997521,11690437,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x800","1280x631",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",6675.49999980927,6670.4,6675.49999980927,6675.49999980927,6670.4,6675.49999980927,1,6675.49999980927,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,39,"SUPLCM13522"
"3",1726069312551,"11/09/2024 15:41:52",1726098112551,8,"12/09/2024 07:41:52",180348,2,"task-8tuj",NA,39997521,11690437,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x800","1280x631",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2651.09999980926,2646.2,2651.09999980926,2651.09999980926,2646.2,2651.09999980926,1,2651.09999980926,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,39,"SUPLCM13522"
"4",1726069321791,"11/09/2024 15:42:01",1726098121791,8,"12/09/2024 07:42:01",180348,2,"task-8tuj",NA,39997521,11690437,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x800","1280x631",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",9245.2,9237,9245.2,9245.2,9237,9245.2,1,9245.2,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,39,"SUPLCM13522"
"5",1726069331623,"11/09/2024 15:42:11",1726098131623,8,"12/09/2024 07:42:11",180348,2,"task-8tuj",NA,39997521,11690437,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x800","1280x631",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",9838.39999980927,9829.4,9838.39999980927,9838.39999980927,9829.4,9838.39999980927,1,9838.39999980927,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,39,"SUPLCM13522"
"6",1726069336670,"11/09/2024 15:42:16",1726098136670,8,"12/09/2024 07:42:16",180348,2,"task-8tuj",NA,39997521,11690437,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x800","1280x631",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",5056.19999985695,5050.3,5056.19999985695,5056.19999985695,5050.3,5056.19999985695,1,5056.19999985695,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,39,"SUPLCM13522"
"7",1726069342305,"11/09/2024 15:42:22",1726098142305,8,"12/09/2024 07:42:22",180348,2,"task-8tuj",NA,39997521,11690437,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x800","1280x631",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5634.10000000001,5616.9,5634.10000000001,5634.10000000001,5616.9,5634.10000000001,1,5634.10000000001,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,39,"SUPLCM13522"
"8",1726069346482,"11/09/2024 15:42:26",1726098146482,8,"12/09/2024 07:42:26",180348,2,"task-8tuj",NA,39997521,11690437,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x800","1280x631",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4198.69999999999,4182.8,4198.69999999999,4198.69999999999,4182.8,4198.69999999999,1,4198.69999999999,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,39,"SUPLCM13522"
"9",1726069349257,"11/09/2024 15:42:29",1726098149257,8,"12/09/2024 07:42:29",180348,2,"task-8tuj",NA,39997521,11690437,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x800","1280x631",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2793.39999990464,2783.2,2793.39999990464,2793.39999990464,2783.2,2793.39999990464,1,2793.39999990464,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,39,"SUPLCM13522"
"10",1726069349263,"11/09/2024 15:42:29",1726098149263,8,"12/09/2024 07:42:29",180348,2,"task-8tuj",NA,39997521,11690437,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x800","1280x631",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,39,"SUPLCM13522"
