"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","X","Random_ID_new"
"4",1719576767411,"28/06/2024 12:12:47",1719587567411,3,"28/06/2024 18:12:47",180348,2,"task-8tuj",NA,38566389,11330934,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",10436.5999999762,10430.8,10436.5999999762,10436.5999999762,10430.8,10436.5999999762,1,10436.5999999762,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,20,"SUPLCM31721"
"5",1719576778915,"28/06/2024 12:12:58",1719587578915,3,"28/06/2024 18:12:58",180348,2,"task-8tuj",NA,38566389,11330934,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",11509.5999999285,11497.1,11509.5999999285,11509.5999999285,11497.1,11509.5999999285,1,11509.5999999285,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,20,"SUPLCM31721"
"6",1719576791900,"28/06/2024 12:13:11",1719587591900,3,"28/06/2024 18:13:11",180348,2,"task-8tuj",NA,38566389,11330934,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",12996.8,12980.2,12996.8,12996.8,12980.2,12996.8,1,12996.8,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,20,"SUPLCM31721"
"7",1719576798075,"28/06/2024 12:13:18",1719587598075,3,"28/06/2024 18:13:18",180348,2,"task-8tuj",NA,38566389,11330934,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",6191.99999997616,6181.90000000001,6191.99999997616,6191.99999997616,6181.90000000001,6191.99999997616,1,6191.99999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,20,"SUPLCM31721"
"8",1719576803851,"28/06/2024 12:13:23",1719587603851,3,"28/06/2024 18:13:23",180348,2,"task-8tuj",NA,38566389,11330934,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",5786.39999992847,5781.89999999999,5786.39999992847,5786.39999992847,5781.89999999999,5786.39999992847,1,5786.39999992847,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,20,"SUPLCM31721"
"9",1719576806961,"28/06/2024 12:13:26",1719587606961,3,"28/06/2024 18:13:26",180348,2,"task-8tuj",NA,38566389,11330934,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3114.09999995232,3099.2,3114.09999995232,3114.09999995232,3099.2,3114.09999995232,1,3114.09999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,20,"SUPLCM31721"
"10",1719576806964,"28/06/2024 12:13:26",1719587606964,3,"28/06/2024 18:13:26",180348,2,"task-8tuj",NA,38566389,11330934,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,20,"SUPLCM31721"
"11",1719577409289,"28/06/2024 12:23:29",1719588209289,3,"28/06/2024 18:23:29",180348,2,"task-8tuj",NA,38566389,11330934,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,20,"SUPLCM31721"
"12",1719577409298,"28/06/2024 12:23:29",1719588209298,3,"28/06/2024 18:23:29",180348,2,"task-8tuj",NA,38566389,11330934,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,20,"SUPLCM31721"
"1",1720019414249,"03/07/2024 15:10:14",1720023014249,1,"03/07/2024 17:10:14",180348,2,"task-8tuj",NA,38733252,11367090,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,23,"SUPLCM20104"
"2",1720019423633,"03/07/2024 15:10:23",1720023023633,1,"03/07/2024 17:10:23",180348,2,"task-8tuj",NA,38733252,11367090,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",9233.8,9200.3,9233.8,9233.8,9200.3,9233.8,1,9233.8,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,23,"SUPLCM20104"
"3",1720019429200,"03/07/2024 15:10:29",1720023029200,1,"03/07/2024 17:10:29",180348,2,"task-8tuj",NA,38733252,11367090,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",5600.3,5566.9,5600.3,5600.3,5566.9,5600.3,1,5600.3,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,23,"SUPLCM20104"
"4",1720019449330,"03/07/2024 15:10:49",1720023049330,1,"03/07/2024 17:10:49",180348,2,"task-8tuj",NA,38733252,11367090,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",20164.9,20133.9,20164.9,20164.9,20133.9,20164.9,1,20164.9,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,23,"SUPLCM20104"
"5",1720019471798,"03/07/2024 15:11:11",1720023071798,1,"03/07/2024 17:11:11",180348,2,"task-8tuj",NA,38733252,11367090,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",22499.7000000477,22467.5,22499.7000000477,22499.7000000477,22467.5,22499.7000000477,1,22499.7000000477,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,23,"SUPLCM20104"
"6",1720019497115,"03/07/2024 15:11:37",1720023097115,1,"03/07/2024 17:11:37",180348,2,"task-8tuj",NA,38733252,11367090,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",25350.2000000477,25334.1,25350.2000000477,25350.2000000477,25334.1,25350.2000000477,1,25350.2000000477,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,23,"SUPLCM20104"
"7",1720019503281,"03/07/2024 15:11:43",1720023103281,1,"03/07/2024 17:11:43",180348,2,"task-8tuj",NA,38733252,11367090,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",6182.20000001192,6166.89999999999,6182.20000001192,6182.20000001192,6166.89999999999,6182.20000001192,1,6182.20000001192,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,23,"SUPLCM20104"
"8",1720019510113,"03/07/2024 15:11:50",1720023110113,1,"03/07/2024 17:11:50",180348,2,"task-8tuj",NA,38733252,11367090,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",6848.10000002384,6832.8,6848.10000002384,6848.10000002384,6832.8,6848.10000002384,1,6848.10000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,23,"SUPLCM20104"
"9",1720019514730,"03/07/2024 15:11:54",1720023114730,1,"03/07/2024 17:11:54",180348,2,"task-8tuj",NA,38733252,11367090,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",4632.30000002384,4600.89999999999,4632.30000002384,4632.30000002384,4600.89999999999,4632.30000002384,1,4632.30000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,23,"SUPLCM20104"
"10",1720019514737,"03/07/2024 15:11:54",1720023114737,1,"03/07/2024 17:11:54",180348,2,"task-8tuj",NA,38733252,11367090,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x788",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,23,"SUPLCM20104"
"1",1719923168921,"02/07/2024 12:26:08",1719926768921,1,"02/07/2024 14:26:08",180348,2,"task-8tuj",NA,38676308,11355075,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,22,"SUPLCM16544"
"2",1719923174870,"02/07/2024 12:26:14",1719926774870,1,"02/07/2024 14:26:14",180348,2,"task-8tuj",NA,38676308,11355075,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",5773.89999999702,5767.3,5773.89999999702,5773.89999999702,5767.3,5773.89999999702,1,5773.89999999702,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,22,"SUPLCM16544"
"3",1719923177642,"02/07/2024 12:26:17",1719926777642,1,"02/07/2024 14:26:17",180348,2,"task-8tuj",NA,38676308,11355075,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2778.99999998808,2765.7,2778.99999998808,2778.99999998808,2765.7,2778.99999998808,1,2778.99999998808,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,22,"SUPLCM16544"
"4",1719923222033,"02/07/2024 12:27:02",1719926822033,1,"02/07/2024 14:27:02",180348,2,"task-8tuj",NA,38676308,11355075,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",44400.9,44384.3,44400.9,44400.9,44384.3,44400.9,1,44400.9,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,22,"SUPLCM16544"
"5",1719923229692,"02/07/2024 12:27:09",1719926829692,1,"02/07/2024 14:27:09",180348,2,"task-8tuj",NA,38676308,11355075,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",7678.39999999404,7666.8,7678.39999999404,7678.39999999404,7666.8,7678.39999999404,1,7678.39999999404,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,22,"SUPLCM16544"
"6",1719923236373,"02/07/2024 12:27:16",1719926836373,1,"02/07/2024 14:27:16",180348,2,"task-8tuj",NA,38676308,11355075,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",6692.79999999702,6683.3,6692.79999999702,6692.79999999702,6683.3,6692.79999999702,1,6692.79999999702,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,22,"SUPLCM16544"
"7",1719923241041,"02/07/2024 12:27:21",1719926841041,1,"02/07/2024 14:27:21",180348,2,"task-8tuj",NA,38676308,11355075,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4677.29999999404,4666.7,4677.29999999404,4677.29999999404,4666.7,4677.29999999404,1,4677.29999999404,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,22,"SUPLCM16544"
"8",1719923245381,"02/07/2024 12:27:25",1719926845381,1,"02/07/2024 14:27:25",180348,2,"task-8tuj",NA,38676308,11355075,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4350.09999999404,4333.3,4350.09999999404,4350.09999999404,4333.3,4350.09999999404,1,4350.09999999404,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,22,"SUPLCM16544"
"9",1719923247866,"02/07/2024 12:27:27",1719926847866,1,"02/07/2024 14:27:27",180348,2,"task-8tuj",NA,38676308,11355075,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2502.59999999106,2500.09999999999,2502.59999999106,2502.59999999106,2500.09999999999,2502.59999999106,1,2502.59999999106,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,22,"SUPLCM16544"
"10",1719923247871,"02/07/2024 12:27:27",1719926847871,1,"02/07/2024 14:27:27",180348,2,"task-8tuj",NA,38676308,11355075,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x728",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"IAHBGCFDE","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,22,"SUPLCM16544"
"1",1722352284138,"30/07/2024 15:11:24",1722355884138,1,"30/07/2024 17:11:24",180348,2,"task-8tuj",NA,39281073,11519698,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x960","1536x825",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,28,"SUPLCM14738"
"2",1722352287684,"30/07/2024 15:11:27",1722355887684,1,"30/07/2024 17:11:27",180348,2,"task-8tuj",NA,39281073,11519698,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x960","1536x825",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3416.5,3399.9,3416.5,3416.5,3399.9,3416.5,1,3416.5,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,28,"SUPLCM14738"
"3",1722352290465,"30/07/2024 15:11:30",1722355890465,1,"30/07/2024 17:11:30",180348,2,"task-8tuj",NA,39281073,11519698,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x960","1536x825",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2798.40000004768,2783.3,2798.40000004768,2798.40000004768,2783.3,2798.40000004768,1,2798.40000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,28,"SUPLCM14738"
"4",1722352306230,"30/07/2024 15:11:46",1722355906230,1,"30/07/2024 17:11:46",180348,2,"task-8tuj",NA,39281073,11519698,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x960","1536x825",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",15779.6000000477,15766.3,15779.6000000477,15779.6000000477,15766.3,15779.6000000477,1,15779.6000000477,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,28,"SUPLCM14738"
"5",1722352316112,"30/07/2024 15:11:56",1722355916112,1,"30/07/2024 17:11:56",180348,2,"task-8tuj",NA,39281073,11519698,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x960","1536x825",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",9895.30000004768,9883,9895.30000004768,9895.30000004768,9883,9895.30000004768,1,9895.30000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,28,"SUPLCM14738"
"6",1722352325919,"30/07/2024 15:12:05",1722355925919,1,"30/07/2024 17:12:05",180348,2,"task-8tuj",NA,39281073,11519698,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x960","1536x825",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",9819.50000009537,9816.5,9819.50000009537,9819.50000009537,9816.5,9819.50000009537,1,9819.50000009537,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,28,"SUPLCM14738"
"7",1722352330639,"30/07/2024 15:12:10",1722355930639,1,"30/07/2024 17:12:10",180348,2,"task-8tuj",NA,39281073,11519698,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x960","1536x825",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4723.20000002384,4716.4,4723.20000002384,4723.20000002384,4716.4,4723.20000002384,1,4723.20000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,28,"SUPLCM14738"
"8",1722352333478,"30/07/2024 15:12:13",1722355933478,1,"30/07/2024 17:12:13",180348,2,"task-8tuj",NA,39281073,11519698,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x960","1536x825",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",2845.50000007152,2833.39999999999,2845.50000007152,2845.50000007152,2833.39999999999,2845.50000007152,1,2845.50000007152,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,28,"SUPLCM14738"
"9",1722352336679,"30/07/2024 15:12:16",1722355936679,1,"30/07/2024 17:12:16",180348,2,"task-8tuj",NA,39281073,11519698,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x960","1536x825",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3213.10000007153,3200.10000000001,3213.10000007153,3213.10000007153,3200.10000000001,3213.10000007153,1,3213.10000007153,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,28,"SUPLCM14738"
"10",1722352336682,"30/07/2024 15:12:16",1722355936682,1,"30/07/2024 17:12:16",180348,2,"task-8tuj",NA,39281073,11519698,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x960","1536x825",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,28,"SUPLCM14738"
"1",1722438701056,"31/07/2024 15:11:41",1722467501056,8,"01/08/2024 07:11:41",180348,2,"task-8tuj",NA,39300736,11525359,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 127.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,29,"SUPLCM81666"
"2",1722438704890,"31/07/2024 15:11:44",1722467504890,8,"01/08/2024 07:11:44",180348,2,"task-8tuj",NA,39300736,11525359,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 127.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3772.80000000037,3766.7,3772.80000000037,3772.80000000037,3766.7,3772.80000000037,1,3772.80000000037,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,29,"SUPLCM81666"
