"Trial.Number","Random_ID","Mood","Anxiety","fdbk","SubjPE","PE","Certainty_Rating","m_hist","Prediction","pilot_nr","pilot_details"
41,"SUPPRF23161",22,80,35,-16,15,27,20,51,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
42,"SUPPRF23161",13,94,22,-14,-15,71,37,36,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
43,"SUPPRF23161",9,90,50,-8,-13,44,63,58,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
44,"SUPPRF23161",25,90,34,-10,-12,19,46,44,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
45,"SUPPRF23161",10,96,41,13,-13,17,54,28,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
46,"SUPPRF23161",6,91,29,9,0,71,29,20,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
47,"SUPPRF23161",11,86,24,-35,-13,24,37,59,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
48,"SUPPRF23161",14,91,46,6,0,25,46,40,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
1,"SUPPRF13297",3,100,34,0,-12,28,46,34,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
2,"SUPPRF13297",0,100,20,12,0,87,20,8,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
3,"SUPPRF13297",0,100,56,-16,-15,37,71,72,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
4,"SUPPRF13297",0,100,41,-12,-13,38,54,53,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
5,"SUPPRF13297",35,78,83,40,12,2,71,43,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
6,"SUPPRF13297",50,41,77,8,14,0,63,69,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
7,"SUPPRF13297",85,17,47,47,27,76,20,0,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
8,"SUPPRF13297",9,95,8,-5,-12,80,20,13,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
9,"SUPPRF13297",0,100,6,-8,-14,100,20,14,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
10,"SUPPRF13297",12,82,19,18,-1,99,20,1,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
11,"SUPPRF13297",6,100,50,-23,-13,89,63,73,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
12,"SUPPRF13297",100,0,100,0,20,92,80,100,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
13,"SUPPRF13297",81,26,46,21,17,73,29,25,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
14,"SUPPRF13297",3,100,16,-30,-13,34,29,46,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
15,"SUPPRF13297",19,85,35,32,15,94,20,3,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
16,"SUPPRF13297",1,98,58,-24,12,92,46,82,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
17,"SUPPRF13297",9,84,45,2,-1,74,46,43,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
18,"SUPPRF13297",0,100,55,-21,-16,97,71,76,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
19,"SUPPRF13297",18,95,67,-9,-13,92,80,76,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
20,"SUPPRF13297",36,81,70,-3,-1,42,71,73,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
21,"SUPPRF13297",0,100,15,-44,-14,23,29,59,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
22,"SUPPRF13297",0,100,68,-18,-12,99,80,86,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
23,"SUPPRF13297",76,49,78,4,24,36,54,74,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
24,"SUPPRF13297",15,93,37,8,0,94,37,29,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
25,"SUPPRF13297",84,37,62,13,-1,24,63,49,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
26,"SUPPRF13297",92,6,94,35,23,72,71,59,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
27,"SUPPRF13297",0,100,38,-33,-16,56,54,71,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
28,"SUPPRF13297",14,84,29,-29,0,35,29,58,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
29,"SUPPRF13297",0,100,22,-33,-15,36,37,55,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
30,"SUPPRF13297",34,70,49,15,12,95,37,34,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
31,"SUPPRF13297",10,85,28,2,-1,9,29,26,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
32,"SUPPRF13297",66,33,63,19,0,32,63,44,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
33,"SUPPRF13297",42,47,46,-6,0,23,46,52,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
34,"SUPPRF13297",55,35,75,6,29,56,46,69,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
35,"SUPPRF13297",0,97,24,-44,-13,39,37,68,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
36,"SUPPRF13297",91,21,96,19,16,79,80,77,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
37,"SUPPRF13297",85,21,80,15,0,79,80,65,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
38,"SUPPRF13297",67,35,58,21,29,90,29,37,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
39,"SUPPRF13297",79,33,66,14,12,18,54,52,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
40,"SUPPRF13297",49,44,47,-10,-16,25,63,57,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
41,"SUPPRF13297",77,26,81,-7,1,97,80,88,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
42,"SUPPRF13297",71,6,88,36,25,37,63,52,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
43,"SUPPRF13297",63,36,61,2,24,31,37,59,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
44,"SUPPRF13297",32,76,38,14,1,8,37,24,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
45,"SUPPRF13297",68,28,54,-7,0,16,54,61,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
46,"SUPPRF13297",67,40,55,-2,1,25,54,57,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
47,"SUPPRF13297",25,91,33,-22,-13,35,46,55,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
48,"SUPPRF13297",63,48,71,11,0,18,71,60,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
1,"SUPPRF71413",94,5,70,40,-1,13,71,30,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
2,"SUPPRF71413",88,5,80,30,0,21,80,50,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
3,"SUPPRF71413",100,4,75,45,29,4,46,30,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
4,"SUPPRF71413",97,2,77,17,14,37,63,60,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
5,"SUPPRF71413",41,4,45,19,-1,79,46,26,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
6,"SUPPRF71413",83,87,88,38,25,33,63,50,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
7,"SUPPRF71413",18,38,41,-9,-13,54,54,50,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
8,"SUPPRF71413",58,10,66,36,12,36,54,30,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
9,"SUPPRF71413",43,11,68,38,-12,38,80,30,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
10,"SUPPRF71413",87,2,81,29,1,45,80,52,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
11,"SUPPRF71413",1,41,19,-39,-1,39,20,58,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
12,"SUPPRF71413",11,52,34,7,-12,88,46,27,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
13,"SUPPRF71413",3,69,16,2,-13,70,29,14,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
14,"SUPPRF71413",97,0,96,39,16,27,80,57,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
15,"SUPPRF71413",49,3,67,-15,-13,3,80,82,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
16,"SUPPRF71413",46,17,54,5,0,5,54,49,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
17,"SUPPRF71413",38,7,56,13,-15,37,71,43,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
18,"SUPPRF71413",52,20,58,53,12,31,46,5,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
19,"SUPPRF71413",6,56,24,18,-13,26,37,6,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
20,"SUPPRF71413",99,1,100,73,20,30,80,27,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
21,"SUPPRF71413",54,6,61,41,24,21,37,20,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
22,"SUPPRF71413",32,30,28,18,-1,76,29,10,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
23,"SUPPRF71413",98,2,94,69,23,27,71,25,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
24,"SUPPRF71413",0,1,8,-22,-12,74,20,30,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
25,"SUPPRF71413",2,54,38,-7,-16,33,54,45,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
26,"SUPPRF71413",37,60,22,-3,-15,37,37,25,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
27,"SUPPRF71413",32,30,47,5,-16,43,63,42,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
28,"SUPPRF71413",23,37,58,25,29,34,29,33,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
29,"SUPPRF71413",79,16,71,28,0,54,71,43,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
30,"SUPPRF71413",86,10,83,9,12,67,71,74,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
31,"SUPPRF71413",37,25,55,0,1,52,54,55,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
32,"SUPPRF71413",37,26,49,0,12,43,37,49,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
33,"SUPPRF71413",3,60,6,-2,-14,41,20,8,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
34,"SUPPRF71413",99,12,78,50,24,53,54,28,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
35,"SUPPRF71413",40,15,55,19,-16,38,71,36,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
36,"SUPPRF71413",25,48,37,33,0,78,37,4,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
37,"SUPPRF71413",26,31,46,24,17,35,29,22,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
38,"SUPPRF71413",53,22,38,11,1,46,37,27,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
39,"SUPPRF71413",40,20,46,4,0,44,46,42,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
40,"SUPPRF71413",2,4,50,0,-13,50,63,50,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
41,"SUPPRF71413",55,43,47,38,27,87,20,9,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
42,"SUPPRF71413",34,35,20,5,0,67,20,15,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
43,"SUPPRF71413",6,94,29,-11,0,44,29,40,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
44,"SUPPRF71413",4,32,15,4,-14,44,29,11,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
45,"SUPPRF71413",33,27,62,-4,-1,74,63,66,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
46,"SUPPRF71413",19,35,35,22,15,68,20,13,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
47,"SUPPRF71413",25,40,33,-2,-13,57,46,35,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
48,"SUPPRF71413",44,46,63,19,0,56,63,44,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
1,"SUPPRF54929",59,57,35,1,15,82,20,34,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
2,"SUPPRF54929",22,26,6,-34,-14,75,20,40,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
3,"SUPPRF54929",32,68,61,26,24,71,37,35,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
4,"SUPPRF54929",69,62,78,28,24,65,54,50,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
5,"SUPPRF54929",82,27,83,1,12,89,71,82,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
6,"SUPPRF54929",57,67,20,6,0,19,20,14,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
7,"SUPPRF54929",19,27,16,-6,-13,38,29,22,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
8,"SUPPRF54929",66,30,71,9,0,65,71,62,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
9,"SUPPRF54929",57,23,22,-3,-15,70,37,25,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
10,"SUPPRF54929",58,18,49,33,12,21,37,16,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
11,"SUPPRF54929",22,33,56,-10,-15,87,71,66,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
12,"SUPPRF54929",32,18,38,-17,-16,34,54,55,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
13,"SUPPRF54929",89,19,24,-1,-13,34,37,25,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
14,"SUPPRF54929",22,12,77,35,14,7,63,42,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
15,"SUPPRF54929",74,17,66,24,12,29,54,42,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
16,"SUPPRF54929",73,15,94,24,23,19,71,70,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
17,"SUPPRF54929",62,20,55,15,1,80,54,40,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
18,"SUPPRF54929",17,30,8,-8,-12,16,20,16,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
19,"SUPPRF54929",34,26,33,-7,-13,68,46,40,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
20,"SUPPRF54929",95,23,100,18,20,92,80,82,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
21,"SUPPRF54929",37,33,67,-14,-13,26,80,81,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
22,"SUPPRF54929",72,25,45,10,-1,59,46,35,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
23,"SUPPRF54929",70,28,29,-6,0,72,29,35,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
24,"SUPPRF54929",90,17,28,-2,-1,84,29,30,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
25,"SUPPRF54929",90,19,37,-3,0,82,37,40,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
26,"SUPPRF54929",69,13,34,-11,-12,80,46,45,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
27,"SUPPRF54929",39,27,15,-18,-14,83,29,33,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
28,"SUPPRF54929",64,16,46,26,0,48,46,20,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
29,"SUPPRF54929",75,12,62,7,-1,84,63,55,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
30,"SUPPRF54929",47,32,80,-16,0,87,80,96,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
31,"SUPPRF54929",54,20,47,30,27,83,20,17,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
32,"SUPPRF54929",78,11,68,-2,-12,35,80,70,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
33,"SUPPRF54929",92,4,70,-3,-1,88,71,73,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
34,"SUPPRF54929",80,18,54,9,0,24,54,45,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
35,"SUPPRF54929",94,9,81,1,1,70,80,80,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
36,"SUPPRF54929",59,33,55,-15,-16,28,71,70,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
37,"SUPPRF54929",70,17,46,15,17,20,29,31,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
38,"SUPPRF54929",72,75,88,54,25,67,63,34,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
39,"SUPPRF54929",53,73,58,38,29,68,29,20,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
40,"SUPPRF54929",67,25,50,-15,-13,67,63,65,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
41,"SUPPRF54929",74,16,58,3,12,66,46,55,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
42,"SUPPRF54929",66,17,63,14,0,68,63,49,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
43,"SUPPRF54929",24,80,41,14,-13,20,54,27,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
44,"SUPPRF54929",27,72,47,-8,-16,58,63,55,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
45,"SUPPRF54929",72,68,19,0,-1,76,20,19,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
46,"SUPPRF54929",28,81,75,33,29,67,46,42,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
47,"SUPPRF54929",75,18,96,23,16,83,80,73,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
48,"SUPPRF54929",40,61,38,-7,1,67,37,45,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
1,"SUPPRF74387",31,76,58,29,29,82,29,29,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
2,"SUPPRF74387",43,52,75,35,29,76,46,40,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
3,"SUPPRF74387",58,42,55,4,1,81,54,51,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
4,"SUPPRF74387",63,39,88,19,25,92,63,69,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
5,"SUPPRF74387",77,36,83,1,12,79,71,82,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
6,"SUPPRF74387",9,77,15,-53,-14,59,29,68,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
7,"SUPPRF74387",75,44,50,-24,-13,74,63,74,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
8,"SUPPRF74387",95,9,100,52,20,30,80,48,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
9,"SUPPRF74387",53,33,54,-21,0,82,54,75,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
10,"SUPPRF74387",27,64,22,-43,-15,36,37,65,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
11,"SUPPRF74387",57,36,37,6,0,64,37,31,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
12,"SUPPRF74387",84,23,49,16,12,75,37,33,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
13,"SUPPRF74387",92,18,78,7,24,58,54,71,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
14,"SUPPRF74387",94,2,63,0,0,69,63,63,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
15,"SUPPRF74387",14,75,6,-15,-14,86,20,21,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
16,"SUPPRF74387",82,8,81,51,1,76,80,30,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
17,"SUPPRF74387",85,29,46,-3,17,32,29,49,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
18,"SUPPRF74387",83,27,38,-17,1,72,37,55,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
19,"SUPPRF74387",39,32,41,-25,-13,77,54,66,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
20,"SUPPRF74387",64,13,35,17,15,85,20,18,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
21,"SUPPRF74387",82,24,28,-1,-1,70,29,29,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
22,"SUPPRF74387",83,24,47,-2,-16,59,63,49,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
23,"SUPPRF74387",83,14,80,-11,0,81,80,91,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
24,"SUPPRF74387",95,12,47,33,27,92,20,14,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
25,"SUPPRF74387",89,17,29,1,0,85,29,28,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
26,"SUPPRF74387",91,11,46,10,0,68,46,36,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
27,"SUPPRF74387",31,65,55,-34,-16,91,71,89,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
28,"SUPPRF74387",68,28,67,7,-13,69,80,60,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
29,"SUPPRF74387",14,64,33,-46,-13,72,46,79,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
30,"SUPPRF74387",33,65,56,-11,-15,83,71,67,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
31,"SUPPRF74387",13,70,24,-16,-13,72,37,40,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
32,"SUPPRF74387",12,80,16,-32,-13,58,29,48,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
33,"SUPPRF74387",73,26,8,-1,-12,77,20,9,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
34,"SUPPRF74387",92,4,94,21,23,69,71,73,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
35,"SUPPRF74387",75,22,58,-4,12,56,46,62,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
36,"SUPPRF74387",84,13,20,0,0,78,20,20,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
37,"SUPPRF74387",15,77,38,-25,-16,28,54,63,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
38,"SUPPRF74387",84,31,96,36,16,75,80,60,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
