"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1695817937405,"27/09/2023 12:32:17",1695803537405,-4,"27/09/2023 04:32:17",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT38416"
"2",1695817941635,"27/09/2023 12:32:21",1695803541635,-4,"27/09/2023 04:32:21",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",4242.90099995232,4238.337,4242.90099995232,4242.90099995232,4238.337,4242.90099995232,1,4242.90099995232,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT38416"
"3",1695817941636,"27/09/2023 12:32:21",1695803541636,-4,"27/09/2023 04:32:21",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",1570.582,4238.337,4244.50100009537,1570.582,4238.337,4244.50100009537,1,1570.582,2673.91900009537,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT38416"
"4",1695817941636,"27/09/2023 12:32:21",1695803541636,-4,"27/09/2023 04:32:21",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",2111.744,4238.337,4244.80100004768,2111.744,4238.337,4244.80100004768,1,2111.744,2133.05700004768,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT38416"
"5",1695817941636,"27/09/2023 12:32:21",1695803541636,-4,"27/09/2023 04:32:21",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",2629.2,4238.337,4245.101,2629.2,4238.337,4245.101,1,2629.2,1615.901,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT38416"
"6",1695817945729,"27/09/2023 12:32:25",1695803545729,-4,"27/09/2023 04:32:25",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4097.981,4081.315,4097.981,4097.981,4081.315,4097.981,1,4097.981,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT38416"
"7",1695817945730,"27/09/2023 12:32:25",1695803545730,-4,"27/09/2023 04:32:25",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",1341.944,4081.315,4097.981,1341.944,4081.315,4097.981,1,1341.944,2756.037,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT38416"
"8",1695817945730,"27/09/2023 12:32:25",1695803545730,-4,"27/09/2023 04:32:25",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",3113.331,4081.315,4097.981,3113.331,4081.315,4097.981,1,3113.331,984.65,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT38416"
"9",1695817945731,"27/09/2023 12:32:25",1695803545731,-4,"27/09/2023 04:32:25",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",3711.24,4081.315,4097.981,3711.24,4081.315,4097.981,1,3711.24,386.740999999998,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT38416"
"10",1695817948554,"27/09/2023 12:32:28",1695803548554,-4,"27/09/2023 04:32:28",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",2842.54900014305,2829.194,2842.54900014305,2842.54900014305,2829.194,2842.54900014305,1,2842.54900014305,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT38416"
"11",1695817948557,"27/09/2023 12:32:28",1695803548557,-4,"27/09/2023 04:32:28",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",1363.567,2829.194,2845.86,1363.567,2829.194,2845.86,1,1363.567,1482.293,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT38416"
"12",1695817948558,"27/09/2023 12:32:28",1695803548558,-4,"27/09/2023 04:32:28",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",1749.774,2829.194,2845.86,1749.774,2829.194,2845.86,1,1749.774,1096.086,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT38416"
"13",1695817948558,"27/09/2023 12:32:28",1695803548558,-4,"27/09/2023 04:32:28",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2133.36,2829.194,2845.86,2133.36,2829.194,2845.86,1,2133.36,712.500000000002,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT38416"
"14",1695817948560,"27/09/2023 12:32:28",1695803548560,-4,"27/09/2023 04:32:28",144636,3,"task-gjqt",NA,31894347,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT38416"
"1",1695821615390,"27/09/2023 13:33:35",1695803615390,-5,"27/09/2023 03:33:35",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT74201"
"2",1695821641727,"27/09/2023 13:34:01",1695803641727,-5,"27/09/2023 03:34:01",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",26338.157,26332.097,26338.157,26338.157,26332.097,26338.157,1,26338.157,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT74201"
"3",1695821641729,"27/09/2023 13:34:01",1695803641729,-5,"27/09/2023 03:34:01",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",9806.283,26332.097,26338.157,9806.283,26332.097,26338.157,1,9806.283,16531.874,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT74201"
"4",1695821641729,"27/09/2023 13:34:01",1695803641729,-5,"27/09/2023 03:34:01",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",13448.385,26332.097,26338.157,13448.385,26332.097,26338.157,1,13448.385,12889.772,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT74201"
"5",1695821641729,"27/09/2023 13:34:01",1695803641729,-5,"27/09/2023 03:34:01",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",22253.781,26332.097,26338.157,22253.781,26332.097,26338.157,1,22253.781,4084.376,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT74201"
"6",1695821655847,"27/09/2023 13:34:15",1695803655847,-5,"27/09/2023 03:34:15",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",14129.5130000179,14126.072,14129.5130000179,14129.5130000179,14126.072,14129.5130000179,1,14129.5130000179,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT74201"
"7",1695821655849,"27/09/2023 13:34:15",1695803655849,-5,"27/09/2023 03:34:15",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",3745.158,14126.072,14131.6130000119,3745.158,14126.072,14131.6130000119,1,3745.158,10386.4550000119,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT74201"
"8",1695821655850,"27/09/2023 13:34:15",1695803655850,-5,"27/09/2023 03:34:15",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",7399.345,14126.072,14132.0130000179,7399.345,14126.072,14132.0130000179,1,7399.345,6732.66800001788,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT74201"
"9",1695821655850,"27/09/2023 13:34:15",1695803655850,-5,"27/09/2023 03:34:15",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",13223.102,14126.072,14132.128,13223.102,14126.072,14132.128,1,13223.102,909.025999999998,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT74201"
"10",1695821666222,"27/09/2023 13:34:26",1695803666222,-5,"27/09/2023 03:34:26",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",10378.241,10374.837,10378.241,10378.241,10374.837,10378.241,1,10378.241,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT74201"
"11",1695821666224,"27/09/2023 13:34:26",1695803666224,-5,"27/09/2023 03:34:26",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",2908.897,10374.837,10380.141000006,2908.897,10374.837,10380.141000006,1,2908.897,7471.24400000596,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT74201"
"12",1695821666224,"27/09/2023 13:34:26",1695803666224,-5,"27/09/2023 03:34:26",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",4145.045,10374.837,10380.5410000119,4145.045,10374.837,10380.5410000119,1,4145.045,6235.49600001192,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT74201"
"13",1695821666224,"27/09/2023 13:34:26",1695803666224,-5,"27/09/2023 03:34:26",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",9423.41800000001,10374.837,10380.741,9423.41800000001,10374.837,10380.741,1,9423.41800000001,957.322999999997,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT74201"
"14",1695821666227,"27/09/2023 13:34:26",1695803666227,-5,"27/09/2023 03:34:26",144636,3,"task-gjqt",NA,31894387,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT74201"
"1",1695839454379,"27/09/2023 18:30:54",1695825054379,-4,"27/09/2023 10:30:54",144636,3,"task-gjqt",NA,31894291,9431516,NA,"complete","uybgfq","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT80130"
