"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1699291418666,"06/11/2023 17:23:38",1699291418666,0,"06/11/2023 17:23:38",150440,6,"questionnaire-wop8",NA,32747820,9689456,NA,"complete",NA,"65491d352516b994de3f9e6b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","1-0","1","SUPPRF31306"
"1",1699292078087,"06/11/2023 17:34:38",1699292078087,0,"06/11/2023 17:34:38",150440,6,"questionnaire-wop8",NA,32748406,9689668,NA,"complete",NA,"65492106b22f0178f57b0066","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x732",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2","","1-0","1","SUPPRF60832"
"1",1699292077282,"06/11/2023 17:34:37",1699292077282,0,"06/11/2023 17:34:37",150440,6,"questionnaire-wop8",NA,32748407,9689663,NA,"complete",NA,"654921b4e5e583cfb88fe018","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x931",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","1-0","1","SUPPRF66344"
"1",1699292081951,"06/11/2023 17:34:41",1699292081951,0,"06/11/2023 17:34:41",150440,6,"questionnaire-wop8",NA,32748411,9689654,NA,"complete",NA,"6549218ea2301d20c2c9e1ff","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x815",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","1-0","1","SUPPRF86378"
"1",1699292133795,"06/11/2023 17:35:33",1699292133795,0,"06/11/2023 17:35:33",150440,6,"questionnaire-wop8",NA,32748459,9689646,NA,"complete",NA,"654921342516b994de3f9f0e","tablet","Apple iPad","iOS 16.5","Chrome 116.0.5845.177","810x1080","810x965",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","1-0","1","SUPPRF70813"
"1",1699292237385,"06/11/2023 17:37:17",1699292237385,0,"06/11/2023 17:37:17",150440,6,"questionnaire-wop8",NA,32748518,9689703,NA,"complete",NA,"6549212338759131b91a7191","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.1.2","1440x900","1440x837",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Passed AC2","","1-0","1","SUPPRF79935"
"1",1699292240681,"06/11/2023 17:37:20",1699292240681,0,"06/11/2023 17:37:20",150440,6,"questionnaire-wop8",NA,32748522,9689627,NA,"complete",NA,"654920b672f8f0b8d9219fd2","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1440x960","1392x834",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1-0","1","SUPPRF93485"
"1",1699292322487,"06/11/2023 17:38:42",1699292322487,0,"06/11/2023 17:38:42",150440,6,"questionnaire-wop8",NA,32748570,9689563,NA,"complete",NA,"65491fe7bf070a5a4f1860e2","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x642",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","1","2","SUPPRF86350"
"1",1699292662521,"06/11/2023 17:44:22",1699292662521,0,"06/11/2023 17:44:22",150440,6,"questionnaire-wop8",NA,32748796,9689725,NA,"complete",NA,"6549235a90dc221dcf738816","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1922x1002",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1-0","1","SUPPRF35697"
"1",1699292878898,"06/11/2023 17:47:58",1699292878898,0,"06/11/2023 17:47:58",150440,6,"questionnaire-wop8",NA,32748943,9689740,NA,"complete",NA,"6549238893c8ae4ef7a1fcaf","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x720",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","1-0","1","SUPPRF68142"
