"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1698418782492,"27/10/2023 14:59:42",1698422382492,1,"27/10/2023 16:59:42",149662,3,"questionnaire-wop8",NA,32534136,9628414,NA,"rejected - time limit reached",NA,"653bce2a7fa6f396900dfb99","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.61","1280x720","1272x598",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","1-0","1","SUPPRF31333"
"1",1698419868766,"27/10/2023 15:17:48",1698423468766,1,"27/10/2023 17:17:48",149662,3,"questionnaire-wop8",NA,32534622,9628509,NA,"rejected - time limit reached",NA,"653bd26c013ccdd8ac4e6b6a","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1366x768","1366x611",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2","","1-0","1","SUPPRF94864"
"1",1698420023284,"27/10/2023 15:20:23",1698423623284,1,"27/10/2023 17:20:23",149662,3,"questionnaire-wop8",NA,32534726,9628473,NA,"complete",NA,"653bd109a5cd458e981c2df1","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x837",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","1-0","1","SUPPRF53839"
"1",1698420117646,"27/10/2023 15:21:57",1698423717646,1,"27/10/2023 17:21:57",149662,3,"questionnaire-wop8",NA,32534788,9628512,NA,"complete",NA,"653bd2522953810b3c4366d5","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","1-0","1","SUPPRF18559"
"1",1698420140680,"27/10/2023 15:22:20",1698423740680,1,"27/10/2023 17:22:20",149662,3,"questionnaire-wop8",NA,32534801,9628544,NA,"complete",NA,"653bd31ad282486159ee405e","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","1-0","1","SUPPRF98014"
"1",1698420200114,"27/10/2023 15:23:20",1698423800114,1,"27/10/2023 17:23:20",149662,3,"questionnaire-wop8",NA,32534843,9628536,NA,"rejected - time limit reached",NA,"653bd27e7680cae353b77855","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1280x720","1280x587",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","1-0","1","SUPPRF87060"
"1",1698420269126,"27/10/2023 15:24:29",1698431069126,3,"27/10/2023 21:24:29",149662,3,"questionnaire-wop8",NA,32534923,9628543,NA,"complete",NA,"653bd1354cd0db68502060ee","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1745x875",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Passed AC2","","1","2","SUPPRF28820"
"1",1698420316359,"27/10/2023 15:25:16",1698423916359,1,"27/10/2023 17:25:16",149662,3,"questionnaire-wop8",NA,32534968,9628514,NA,"rejected - time limit reached",NA,"653bd27cdb11d6bb6b74689d","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1536x864","1488x738",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","1","2","SUPPRF83676"
"1",1698420470257,"27/10/2023 15:27:50",1698424070257,1,"27/10/2023 17:27:50",149662,3,"questionnaire-wop8",NA,32535095,9628540,NA,"complete",NA,"653bd3433b287c332000cf0b","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1366x768","1366x633",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2","","1-0","1","SUPPRF32902"
"1",1698420532821,"27/10/2023 15:28:52",1698424132821,1,"27/10/2023 17:28:52",149662,3,"questionnaire-wop8",NA,32535152,9628491,NA,"complete",NA,"653bd1d32218deb2bb0fbef1","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1366x768","1366x659",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1-0","1","SUPPRF94776"
