"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks..video.and.audio.recordings...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely.and.anonymously...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that....a..I.understand.the.inclusion.criteria.as.detailed.in.the.Study.Description..b..I.meet.these.criteria..and.do.not.meet.any.of.the.exclusion.criteria..c..I.do.not.have.current.or.past.experiences.of.psychosis.or.neurological.conditions....I.Agree.","Consent.Form.object.2.I.confirm.that.I.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1705065954765,"12/01/2024 13:25:54",1705065954765,0,"12/01/2024 13:25:54",159402,5,"questionnaire-s6dh",NA,34160848,10092228,NA,"complete",NA,"65a13d4a8402af9035477cdc","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x955",NA,NA,0,"Consent (Clone)",7,"ABJCIDHEGF","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF80959"
"1",1705066246399,"12/01/2024 13:30:46",1705066246399,0,"12/01/2024 13:30:46",159402,5,"questionnaire-s6dh",NA,34160986,10092266,NA,"rejected - time limit reached",NA,"65a13e9a34524cf2f4dd0256","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1280x800","1280x713",NA,NA,0,"Consent (Clone)",7,"BCADJEIFHG","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF58347"
"1",1705066306459,"12/01/2024 13:31:46",1705066306459,0,"12/01/2024 13:31:46",159402,5,"questionnaire-s6dh",NA,34161013,10092271,NA,"rejected - time limit reached",NA,"65a13ea9dc38b89f5c43fb80","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x779",NA,NA,0,"Consent (Clone)",7,"CDBEAFJGIH","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF02872"
"1",1705066525903,"12/01/2024 13:35:25",1705048525903,-5,"12/01/2024 03:35:25",159402,5,"questionnaire-s6dh",NA,34161097,10092292,NA,"rejected - time limit reached",NA,"65a13f5198d477a2587dbb50","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","518x632",NA,NA,0,"Consent (Clone)",7,"FGEHDICJBA","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF59227"
"1",1705066775555,"12/01/2024 13:39:35",1705070375555,1,"12/01/2024 15:39:35",159402,5,"questionnaire-s6dh",NA,34161219,10092328,NA,"rejected - time limit reached",NA,"65a140c1207f7e97be430a58","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","1366x607",NA,NA,0,"Consent (Clone)",7,"GHFIEJDACB","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF48132"
"1",1705066769110,"12/01/2024 13:39:29",1705066769110,0,"12/01/2024 13:39:29",159402,5,"questionnaire-s6dh",NA,34161238,10092331,NA,"rejected - time limit reached",NA,"65a14017fce482cb154d4a90","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","1366x641",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Failed AC2","Passed AC1","1","1","1","1","1","1","1","1","1","1","1","SUPPRF03633"
"1",1705066818610,"12/01/2024 13:40:18",1705066818610,0,"12/01/2024 13:40:18",159402,5,"questionnaire-s6dh",NA,34161265,10092341,NA,"complete",NA,"65a1413217968f18371eb8d2","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","1366x651",NA,NA,0,"Consent (Clone)",7,"DECFBGAHJI","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF53442"
"1",1705066949703,"12/01/2024 13:42:29",1705070549703,1,"12/01/2024 15:42:29",159402,5,"questionnaire-s6dh",NA,34161305,10092350,NA,"complete",NA,"65a14121ab0b2cb97c719396","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","500x746",NA,NA,0,"Consent (Clone)",7,"EFDGCHBIAJ","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF54646"
"1",1705067525135,"12/01/2024 13:52:05",1705067525135,0,"12/01/2024 13:52:05",159402,5,"questionnaire-s6dh",NA,34161555,10092431,NA,"complete",NA,"65a143f09dfe4b0e694834df","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1286x608","1280x605",NA,NA,0,"Consent (Clone)",7,"IJHAGBFCED","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF81044"
"1",1705067604148,"12/01/2024 13:53:24",1705067604148,0,"12/01/2024 13:53:24",159402,5,"questionnaire-s6dh",NA,34161580,10092438,NA,"complete",NA,"65a1444298d477a2587dbcce","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x919",NA,NA,0,"Consent (Clone)",7,"JAIBHCGDFE","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF19283"
